Plot_ID,Zone,Habitat,Richness,Pielou,CWM_WD,CWM_SLA,CWM_Log10_Seed_Mass,CWM_Max_Height_m,FDis,FEve,Estimated_Mean_DBH,Estimated_Mean_Height,Structural_Coverage_Percent,Use_Primary_Association,Use_Factorial_Structural,Typology_ID,Typology_Name,Short_Name,Confidence_Class,Typology_Status,PC1,PC2
TsP4,Transition,Stream,4,0.793,0.373076923076923,19.012334970770784,2.338729322104515,24.01412413307693,1.039274247121184,0.6536842703753618,25.01538461538462,25.973076923076924,100.0,True,True,T4,Transition–Upland Acquisitive Low-Richness Heavy-Seeded State,Acquisitive Low-Richness Heavy-Seeded,HIGH_CONFIDENCE,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,-2.975165258409775,-2.255517783047741
TsP5,Transition,Stream,3,0.761,0.3566666666666667,19.43329723333501,2.641398468480353,22.96726408083333,0.9417009797196452,0.8311202849484767,24.05,25.2375,100.0,True,True,T4,Transition–Upland Acquisitive Low-Richness Heavy-Seeded State,Acquisitive Low-Richness Heavy-Seeded,HIGH_CONFIDENCE,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,-2.986406226791061,-2.695525855416587
TsP6,Transition,Stream,10,0.898,0.4085714285714286,14.186070633511733,1.8359262242725136,27.00750107457143,1.967378855447456,0.7889829574255341,26.34117647058824,26.829411764705885,80.95238095238095,False,True,T3,Transition–Stream Functionally Diverse Light-Seeded State,Functionally Diverse Light-Seeded,HIGH_CONFIDENCE,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,0.575658335630405,-0.8224242278679232
TsP7,Transition,Stream,7,0.888,0.3945454545454545,17.09377389574231,2.2781227855781108,28.358493492636363,1.3625709657138958,0.6428156155285367,27.568181818181817,28.38636363636364,100.0,True,True,T4,Transition–Upland Acquisitive Low-Richness Heavy-Seeded State,Acquisitive Low-Richness Heavy-Seeded,HIGH_CONFIDENCE,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,-1.1137056512717824,-1.6263942721588625
TsP8,Transition,Stream,4,0.844,0.3642307692307692,18.55092468211849,2.4763326738079297,24.464577118846154,1.060409863605516,0.5818535306507242,25.16538461538461,26.246153846153845,100.0,True,True,T4,Transition–Upland Acquisitive Low-Richness Heavy-Seeded State,Acquisitive Low-Richness Heavy-Seeded,HIGH_CONFIDENCE,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,-2.9299293431702425,-2.3147974980038843
TsP9,Transition,Stream,7,0.821,0.3686666666666666,18.77298264767117,1.5270858202320168,31.69900024433333,1.79619465045184,0.7469723455373086,24.315384615384616,24.04230769230769,86.66666666666667,False,True,T3,Transition–Stream Functionally Diverse Light-Seeded State,Functionally Diverse Light-Seeded,MODERATE_CONFIDENCE,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,-0.6326565462705089,-2.155293544432613
TsP10,Transition,Stream,8,0.926,0.3947058823529412,15.12998959602362,1.919596196562868,33.17777586458823,1.5791042214997209,0.8344909759474685,30.147058823529413,30.65882352941177,100.0,True,True,T3,Transition–Stream Functionally Diverse Light-Seeded State,Functionally Diverse Light-Seeded,HIGH_CONFIDENCE,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,1.197231260346149,-1.3440711843482582
TuP1,Transition,Upland,5,0.963,0.4285714285714285,23.138102740162505,2.542324117783896,25.885846657142856,2.924414402508278,0.8368043234288152,21.942857142857147,23.285714285714285,100.0,True,True,T3,Transition–Stream Functionally Diverse Light-Seeded State,Functionally Diverse Light-Seeded,MODERATE_CONFIDENCE,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,0.9057170918585062,-4.195810737853579
TuP2,Transition,Upland,5,0.935,0.422,14.732409474040589,2.1782195402115723,22.915288954,1.959219209608106,0.740609470032363,25.47777777777777,25.88888888888889,90.0,True,True,T3,Transition–Stream Functionally Diverse Light-Seeded State,Functionally Diverse Light-Seeded,MODERATE_CONFIDENCE,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,-0.2209477037735731,-1.714345436713825
TuP3,Transition,Upland,2,0.991,0.4644444444444444,14.3661564334085,3.283426119695572,13.333333333333334,1.0881658073888012,,25.58888888888889,25.53333333333333,100.0,True,True,,,,,,,
TuP4,Transition,Upland,6,0.884,0.3975,16.01052149172304,2.56873566013062,12.861354954166666,1.6212802726868671,0.6211304822764273,23.59166666666667,24.075000000000003,100.0,True,True,T4,Transition–Upland Acquisitive Low-Richness Heavy-Seeded State,Acquisitive Low-Richness Heavy-Seeded,HIGH_CONFIDENCE,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,-2.441145481030954,-1.6843117990710457
TuP5,Transition,Upland,3,0.937,0.4609999999999999,14.027696440190926,3.541148496372573,21.315288953,0.8766009122519117,0.8473649978786075,23.01,23.51,100.0,True,True,T4,Transition–Upland Acquisitive Low-Richness Heavy-Seeded State,Acquisitive Low-Richness Heavy-Seeded,HIGH_CONFIDENCE,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,-2.5518655019451644,-1.498673751610527
TuP6,Transition,Upland,8,1.0,0.465,15.374096912973808,2.2948892355123345,33.84116678875,2.0604414160492137,0.9002868663845721,19.585714285714285,22.085714285714285,87.5,False,True,T3,Transition–Stream Functionally Diverse Light-Seeded State,Functionally Diverse Light-Seeded,HIGH_CONFIDENCE,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,0.8632088165922386,-1.5402098561727011
TuP7,Transition,Upland,5,0.845,0.462,19.500591270131288,2.757038836144053,14.096074128,1.6967334502757114,0.8095514769234377,21.7,22.49,100.0,True,True,T4,Transition–Upland Acquisitive Low-Richness Heavy-Seeded State,Acquisitive Low-Richness Heavy-Seeded,HIGH_CONFIDENCE,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,-2.2307085765799086,-2.3331156648911517
TuP8,Transition,Upland,6,0.936,0.4366666666666667,17.19161443907483,2.4400750203809807,12.592917716666667,1.6714786505929893,0.6036441468529236,22.044444444444444,23.57777777777778,100.0,True,True,T4,Transition–Upland Acquisitive Low-Richness Heavy-Seeded State,Acquisitive Low-Richness Heavy-Seeded,HIGH_CONFIDENCE,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,-2.1223683058466345,-1.8048831210612648
TuP9,Transition,Upland,4,0.875,0.38625,17.280550542709843,2.7281310911425773,19.16703243125,1.638172594265633,0.6035589265149872,20.15,21.0875,100.0,True,True,T4,Transition–Upland Acquisitive Low-Richness Heavy-Seeded State,Acquisitive Low-Richness Heavy-Seeded,HIGH_CONFIDENCE,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,-3.111153740827768,-2.3456287434505585
TuP10,Transition,Upland,6,0.976,0.4157142857142856,17.88875844584386,2.9357428116950035,21.097328177142856,1.5315754549363598,0.7360775975341488,22.957142857142856,23.67142857142857,100.0,True,True,T4,Transition–Upland Acquisitive Low-Richness Heavy-Seeded State,Acquisitive Low-Richness Heavy-Seeded,HIGH_CONFIDENCE,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,-1.369423139103652,-2.3609922697180417
