Experiment_ID,Final_Role,Target,Plot_ID,Predictor,Predictor_Value,SHAP_Value,Absolute_SHAP_Value
CD04_Richness,PRIMARY_XAI,Richness,CsP3,CWM_Log10_Seed_Mass,2.1637858019327685,0.5354162486533374,0.5354162486533374
CD04_Richness,PRIMARY_XAI,Richness,CsP3,CWM_Max_Height_m,24.020208484666668,0.3683849527026363,0.3683849527026363
CD04_Richness,PRIMARY_XAI,Richness,CsP4,CWM_WD,0.5895238095238097,1.6375929080876517,1.6375929080876517
CD04_Richness,PRIMARY_XAI,Richness,CsP4,CWM_SLA,14.71670303787216,0.9273991054899484,0.9273991054899484
CD04_Richness,PRIMARY_XAI,Richness,CsP4,CWM_Log10_Seed_Mass,2.1573678344657297,0.5047498591607993,0.5047498591607993
CD04_Richness,PRIMARY_XAI,Richness,CsP4,CWM_Max_Height_m,23.29965977990476,0.27161606376953323,0.27161606376953323
CD04_Richness,PRIMARY_XAI,Richness,CsP5,CWM_WD,0.4599999999999999,-2.430317019779249,2.430317019779249
CD04_Richness,PRIMARY_XAI,Richness,CsP5,CWM_SLA,17.267074181434733,-1.2140454609138152,1.2140454609138152
CD04_Richness,PRIMARY_XAI,Richness,CsP5,CWM_Log10_Seed_Mass,1.4018732989339722,0.25866326145564444,0.25866326145564444
CD04_Richness,PRIMARY_XAI,Richness,CsP5,CWM_Max_Height_m,25.36027798,-0.22442062203241656,0.22442062203241656
CD04_Richness,PRIMARY_XAI,Richness,CsP6,CWM_WD,0.5632,1.6918929092552548,1.6918929092552548
CD04_Richness,PRIMARY_XAI,Richness,CsP6,CWM_SLA,14.60966942201894,1.0497678420899597,1.0497678420899597
CD04_Richness,PRIMARY_XAI,Richness,CsP6,CWM_Log10_Seed_Mass,2.284975548956336,0.4399192724289341,0.4399192724289341
CD04_Richness,PRIMARY_XAI,Richness,CsP6,CWM_Max_Height_m,23.32874908464,0.5187977540036263,0.5187977540036263
CD04_Richness,PRIMARY_XAI,Richness,CsP7,CWM_WD,0.6247368421052633,1.059967691224825,1.059967691224825
CD04_Richness,PRIMARY_XAI,Richness,CsP7,CWM_SLA,14.167188328053996,0.4674826248760856,0.4674826248760856
CD04_Richness,PRIMARY_XAI,Richness,CsP7,CWM_Log10_Seed_Mass,2.3143805726454763,0.05627009299771032,0.05627009299771032
CD04_Richness,PRIMARY_XAI,Richness,CsP7,CWM_Max_Height_m,24.270524517263155,-0.1001981868763963,0.1001981868763963
CD04_Richness,PRIMARY_XAI,Richness,CsP8,CWM_WD,0.618235294117647,0.7773070348461751,0.7773070348461751
CD04_Richness,PRIMARY_XAI,Richness,CsP8,CWM_SLA,10.055012889035217,-0.7619319730625084,0.7619319730625084
CD04_Richness,PRIMARY_XAI,Richness,CsP8,CWM_Log10_Seed_Mass,1.9721736957514315,-0.09352642386849414,0.09352642386849414
CD04_Richness,PRIMARY_XAI,Richness,CsP8,CWM_Max_Height_m,20.57668861141176,-1.1258530390695698,1.1258530390695698
CD04_Richness,PRIMARY_XAI,Richness,CsP9,CWM_WD,0.4708333333333334,-2.044989479334784,2.044989479334784
CD04_Richness,PRIMARY_XAI,Richness,CsP9,CWM_SLA,14.4402455437028,0.39810672692831817,0.39810672692831817
CD04_Richness,PRIMARY_XAI,Richness,CsP9,CWM_Log10_Seed_Mass,1.6823481823161013,0.1738655718381847,0.1738655718381847
CD04_Richness,PRIMARY_XAI,Richness,CsP9,CWM_Max_Height_m,32.76639843916667,-0.295833613082514,0.295833613082514
CD04_Richness,PRIMARY_XAI,Richness,CsP10,CWM_WD,0.615,1.3289553912596503,1.3289553912596503
CD04_Richness,PRIMARY_XAI,Richness,CsP10,CWM_SLA,15.144493302263127,0.2753447838172461,0.2753447838172461
CD04_Richness,PRIMARY_XAI,Richness,CsP10,CWM_Log10_Seed_Mass,2.525849451418161,-0.12355418604222769,0.12355418604222769
CD04_Richness,PRIMARY_XAI,Richness,CsP10,CWM_Max_Height_m,25.574250183,0.1607317887431038,0.1607317887431038
CD04_Richness,PRIMARY_XAI,Richness,CuP1,CWM_WD,0.69,0.46820909297858,0.46820909297858
CD04_Richness,PRIMARY_XAI,Richness,CuP1,CWM_SLA,9.959098939206354,-1.0836018723794274,1.0836018723794274
CD04_Richness,PRIMARY_XAI,Richness,CuP1,CWM_Log10_Seed_Mass,2.059142228254354,-0.17494947746200135,0.17494947746200135
CD04_Richness,PRIMARY_XAI,Richness,CuP1,CWM_Max_Height_m,27.532171741684213,0.11549701876760303,0.11549701876760303
CD04_Richness,PRIMARY_XAI,Richness,CuP2,CWM_WD,0.6658260739031261,1.1359819508906575,1.1359819508906575
CD04_Richness,PRIMARY_XAI,Richness,CuP2,CWM_SLA,12.283038708262067,-0.10331706094092499,0.10331706094092499
CD04_Richness,PRIMARY_XAI,Richness,CuP2,CWM_Log10_Seed_Mass,2.0646057532462634,0.00222583968897327,0.00222583968897327
CD04_Richness,PRIMARY_XAI,Richness,CuP2,CWM_Max_Height_m,23.903072420600004,0.20772867873070094,0.20772867873070094
CD04_Richness,PRIMARY_XAI,Richness,CuP3,CWM_WD,0.6322222222222221,0.7187820876061067,0.7187820876061067
CD04_Richness,PRIMARY_XAI,Richness,CuP3,CWM_SLA,11.601087468630718,-0.958326368253773,0.958326368253773
CD04_Richness,PRIMARY_XAI,Richness,CuP3,CWM_Log10_Seed_Mass,2.0595425295658525,-0.2476436954126387,0.2476436954126387
CD04_Richness,PRIMARY_XAI,Richness,CuP3,CWM_Max_Height_m,29.604312904,0.13596734113966916,0.13596734113966916
CD04_Richness,PRIMARY_XAI,Richness,CuP4,CWM_WD,0.6173076923076923,0.9048643295318975,0.9048643295318975
CD04_Richness,PRIMARY_XAI,Richness,CuP4,CWM_SLA,13.206751433861257,0.6715219443074585,0.6715219443074585
CD04_Richness,PRIMARY_XAI,Richness,CuP4,CWM_Log10_Seed_Mass,2.118398201717434,0.22961567176828138,0.22961567176828138
CD04_Richness,PRIMARY_XAI,Richness,CuP4,CWM_Max_Height_m,27.793747959461538,0.2954313877256919,0.2954313877256919
CD04_Richness,PRIMARY_XAI,Richness,CuP5,CWM_WD,0.6655172413793102,1.3509734474270574,1.3509734474270574
CD04_Richness,PRIMARY_XAI,Richness,CuP5,CWM_SLA,12.467382827338394,0.3620300005701435,0.3620300005701435
CD04_Richness,PRIMARY_XAI,Richness,CuP5,CWM_Log10_Seed_Mass,2.190893398673336,0.5017520052568132,0.5017520052568132
CD04_Richness,PRIMARY_XAI,Richness,CuP5,CWM_Max_Height_m,30.581091507793104,0.2799052249566569,0.2799052249566569
CD04_Richness,PRIMARY_XAI,Richness,CuP6,CWM_WD,0.6885714285714285,1.18486488466783,1.18486488466783
CD04_Richness,PRIMARY_XAI,Richness,CuP6,CWM_SLA,9.77391059520689,-0.6775081991827264,0.6775081991827264
CD04_Richness,PRIMARY_XAI,Richness,CuP6,CWM_Log10_Seed_Mass,2.149636157607469,0.437504633706422,0.437504633706422
CD04_Richness,PRIMARY_XAI,Richness,CuP6,CWM_Max_Height_m,24.781626246666665,0.2427783633481537,0.2427783633481537
CD04_Richness,PRIMARY_XAI,Richness,CuP7,CWM_WD,0.6502608591225009,0.8118215599062526,0.8118215599062526
CD04_Richness,PRIMARY_XAI,Richness,CuP7,CWM_SLA,12.277401086536704,-0.1983067000399751,0.1983067000399751
CD04_Richness,PRIMARY_XAI,Richness,CuP7,CWM_Log10_Seed_Mass,2.209144160424087,0.381556204615577,0.381556204615577
CD04_Richness,PRIMARY_XAI,Richness,CuP7,CWM_Max_Height_m,27.1642038524,0.25964877678798115,0.25964877678798115
CD04_Richness,PRIMARY_XAI,Richness,CuP8,CWM_WD,0.6104166666666666,1.4089679252271878,1.4089679252271878
CD04_Richness,PRIMARY_XAI,Richness,CuP8,CWM_SLA,10.004522421318043,-0.5760168292089723,0.5760168292089723
CD04_Richness,PRIMARY_XAI,Richness,CuP8,CWM_Log10_Seed_Mass,2.376390841879881,0.3008537341018823,0.3008537341018823
CD04_Richness,PRIMARY_XAI,Richness,CuP8,CWM_Max_Height_m,24.56674400458333,0.23014437622910686,0.23014437622910686
CD04_Richness,PRIMARY_XAI,Richness,CuP9,CWM_WD,0.6696,1.5973247690486003,1.5973247690486003
CD04_Richness,PRIMARY_XAI,Richness,CuP9,CWM_SLA,12.947918987766622,0.9235154119992063,0.9235154119992063
CD04_Richness,PRIMARY_XAI,Richness,CuP9,CWM_Log10_Seed_Mass,2.01343068912421,0.3451809622548756,0.3451809622548756
CD04_Richness,PRIMARY_XAI,Richness,CuP9,CWM_Max_Height_m,23.348121628720005,0.6418844122528717,0.6418844122528717
CD04_Richness,PRIMARY_XAI,Richness,CuP10,CWM_WD,0.6372400642635879,1.1976113010654676,1.1976113010654676
CD04_Richness,PRIMARY_XAI,Richness,CuP10,CWM_SLA,13.084687646165843,0.8671589841731299,0.8671589841731299
CD04_Richness,PRIMARY_XAI,Richness,CuP10,CWM_Log10_Seed_Mass,2.1624199916747195,0.48503988371214074,0.48503988371214074
CD04_Richness,PRIMARY_XAI,Richness,CuP10,CWM_Max_Height_m,26.42574409191304,0.3210342754937022,0.3210342754937022
CD04_Richness,PRIMARY_XAI,Richness,BmP1,CWM_WD,0.54,0.8060631548726279,0.8060631548726279
CD04_Richness,PRIMARY_XAI,Richness,BmP1,CWM_SLA,10.493065249566962,-0.4168054616095205,0.4168054616095205
CD04_Richness,PRIMARY_XAI,Richness,BmP1,CWM_Log10_Seed_Mass,2.3493239389796328,0.25814389182294084,0.25814389182294084
CD04_Richness,PRIMARY_XAI,Richness,BmP1,CWM_Max_Height_m,21.62654869238096,-0.6418202719547357,0.6418202719547357
CD04_Richness,PRIMARY_XAI,Richness,BmP2,CWM_WD,0.6011764705882352,1.1730735068776006,1.1730735068776006
CD04_Richness,PRIMARY_XAI,Richness,BmP2,CWM_SLA,15.43824191382353,0.06915651093427957,0.06915651093427957
CD04_Richness,PRIMARY_XAI,Richness,BmP2,CWM_Log10_Seed_Mass,2.252714835489446,0.15934900322778126,0.15934900322778126
CD04_Richness,PRIMARY_XAI,Richness,BmP2,CWM_Max_Height_m,23.327524133176468,-0.011330608341243501,0.011330608341243501
CD04_Richness,PRIMARY_XAI,Richness,BmP3,CWM_WD,0.6069565217391304,1.2645344750782568,1.2645344750782568
CD04_Richness,PRIMARY_XAI,Richness,BmP3,CWM_SLA,11.672870203691277,-0.28631935855359364,0.28631935855359364
CD04_Richness,PRIMARY_XAI,Richness,BmP3,CWM_Log10_Seed_Mass,2.16831109864728,0.4671635072080758,0.4671635072080758
CD04_Richness,PRIMARY_XAI,Richness,BmP3,CWM_Max_Height_m,22.679145064434785,0.2986166143625009,0.2986166143625009
CD04_Richness,PRIMARY_XAI,Richness,BmP4,CWM_WD,0.5711111111111111,1.4308494522960427,1.4308494522960427
CD04_Richness,PRIMARY_XAI,Richness,BmP4,CWM_SLA,14.105906555573078,0.5741350119240777,0.5741350119240777
CD04_Richness,PRIMARY_XAI,Richness,BmP4,CWM_Log10_Seed_Mass,2.197130580555484,0.45514796495695087,0.45514796495695087
CD04_Richness,PRIMARY_XAI,Richness,BmP4,CWM_Max_Height_m,24.99491993722222,-0.009243540288176881,0.009243540288176881
CD04_Richness,PRIMARY_XAI,Richness,BmP5,CWM_WD,0.4599999999999999,-2.430317019779249,2.430317019779249
CD04_Richness,PRIMARY_XAI,Richness,BmP5,CWM_SLA,17.267074181434733,-1.2140454609138152,1.2140454609138152
CD04_Richness,PRIMARY_XAI,Richness,BmP5,CWM_Log10_Seed_Mass,1.4018732989339722,0.25866326145564444,0.25866326145564444
CD04_Richness,PRIMARY_XAI,Richness,BmP5,CWM_Max_Height_m,25.36027798,-0.22442062203241656,0.22442062203241656
CD04_Richness,PRIMARY_XAI,Richness,BmP6,CWM_WD,0.555,1.4613373791190327,1.4613373791190327
CD04_Richness,PRIMARY_XAI,Richness,BmP6,CWM_SLA,13.194251344572068,0.9809368856110267,0.9809368856110267
CD04_Richness,PRIMARY_XAI,Richness,BmP6,CWM_Log10_Seed_Mass,2.006781958849116,0.5510293261254647,0.5510293261254647
CD04_Richness,PRIMARY_XAI,Richness,BmP6,CWM_Max_Height_m,23.497361270214288,0.6256908535889174,0.6256908535889174
CD04_Richness,PRIMARY_XAI,Richness,BmP7,CWM_WD,0.5614285714285715,1.104915963021577,1.104915963021577
CD04_Richness,PRIMARY_XAI,Richness,BmP7,CWM_SLA,15.261318085573274,0.5960428020960657,0.5960428020960657
CD04_Richness,PRIMARY_XAI,Richness,BmP7,CWM_Log10_Seed_Mass,1.941816130666414,0.10186584228087037,0.10186584228087037
CD04_Richness,PRIMARY_XAI,Richness,BmP7,CWM_Max_Height_m,20.196206499142857,-1.2388396867635834,1.2388396867635834
CD04_Richness,PRIMARY_XAI,Richness,BmP8,CWM_WD,0.636470588235294,1.0221438920787678,1.0221438920787678
CD04_Richness,PRIMARY_XAI,Richness,BmP8,CWM_SLA,12.835224762974375,0.160976595646943,0.160976595646943
CD04_Richness,PRIMARY_XAI,Richness,BmP8,CWM_Log10_Seed_Mass,2.3587842585916303,0.14828259707402994,0.14828259707402994
CD04_Richness,PRIMARY_XAI,Richness,BmP8,CWM_Max_Height_m,21.100448958235297,-1.4152368510335014,1.4152368510335014
CD04_Richness,PRIMARY_XAI,Richness,BmP9,CWM_WD,0.5781250000000001,1.654042788886739,1.654042788886739
CD04_Richness,PRIMARY_XAI,Richness,BmP9,CWM_SLA,14.35028809565496,0.9816502543151271,0.9816502543151271
CD04_Richness,PRIMARY_XAI,Richness,BmP9,CWM_Log10_Seed_Mass,2.238809270184188,0.599564745972284,0.599564745972284
CD04_Richness,PRIMARY_XAI,Richness,BmP9,CWM_Max_Height_m,25.544227017,0.34401681400044437,0.34401681400044437
CD04_Richness,PRIMARY_XAI,Richness,BmP10,CWM_WD,0.5690000000000001,1.1778481038869846,1.1778481038869846
CD04_Richness,PRIMARY_XAI,Richness,BmP10,CWM_SLA,13.731046766786818,0.7753489110637005,0.7753489110637005
CD04_Richness,PRIMARY_XAI,Richness,BmP10,CWM_Log10_Seed_Mass,1.8540611008154648,-0.15400997342422745,0.15400997342422745
CD04_Richness,PRIMARY_XAI,Richness,BmP10,CWM_Max_Height_m,18.8257742008,-1.4579497399391477,1.4579497399391477
CD04_Richness,PRIMARY_XAI,Richness,BsP1,CWM_WD,0.5485185185185185,0.6362895194005909,0.6362895194005909
CD04_Richness,PRIMARY_XAI,Richness,BsP1,CWM_SLA,12.926785118750628,0.11217699487238439,0.11217699487238439
CD04_Richness,PRIMARY_XAI,Richness,BsP1,CWM_Log10_Seed_Mass,1.8531747457943168,-0.31967764842054697,0.31967764842054697
CD04_Richness,PRIMARY_XAI,Richness,BsP1,CWM_Max_Height_m,21.269943194000003,-1.4969440606576196,1.4969440606576196
CD04_Richness,PRIMARY_XAI,Richness,BsP2,CWM_WD,0.5675000000000001,0.8565500838150424,0.8565500838150424
CD04_Richness,PRIMARY_XAI,Richness,BsP2,CWM_SLA,11.880617518478736,-0.502446009578388,0.502446009578388
CD04_Richness,PRIMARY_XAI,Richness,BsP2,CWM_Log10_Seed_Mass,1.496132097017028,-0.412639388758649,0.412639388758649
CD04_Richness,PRIMARY_XAI,Richness,BsP2,CWM_Max_Height_m,19.9259936604,-1.4016722612355754,1.4016722612355754
CD04_Richness,PRIMARY_XAI,Richness,BsP3,CWM_WD,0.541111111111111,0.7315094465653038,0.7315094465653038
CD04_Richness,PRIMARY_XAI,Richness,BsP3,CWM_SLA,12.414858938674309,0.09733223701315181,0.09733223701315181
CD04_Richness,PRIMARY_XAI,Richness,BsP3,CWM_Log10_Seed_Mass,2.7474583171693,-1.3721777639376642,1.3721777639376642
CD04_Richness,PRIMARY_XAI,Richness,BsP3,CWM_Max_Height_m,30.47159690055556,0.10484242956555641,0.10484242956555641
CD04_Richness,PRIMARY_XAI,Richness,BsP4,CWM_WD,0.5199033743906257,0.9907160745642097,0.9907160745642097
CD04_Richness,PRIMARY_XAI,Richness,BsP4,CWM_SLA,14.565950450277777,0.8815406910258315,0.8815406910258315
CD04_Richness,PRIMARY_XAI,Richness,BsP4,CWM_Log10_Seed_Mass,2.2388629136331826,0.5287836288129837,0.5287836288129837
CD04_Richness,PRIMARY_XAI,Richness,BsP4,CWM_Max_Height_m,22.52169870388889,0.18793579607315405,0.18793579607315405
CD04_Richness,PRIMARY_XAI,Richness,BsP5,CWM_WD,0.47,-1.00819261660539,1.00819261660539
CD04_Richness,PRIMARY_XAI,Richness,BsP5,CWM_SLA,16.55329870242334,-0.0866640169462549,0.0866640169462549
CD04_Richness,PRIMARY_XAI,Richness,BsP5,CWM_Log10_Seed_Mass,1.5042409010164042,0.42210779908257934,0.42210779908257934
CD04_Richness,PRIMARY_XAI,Richness,BsP5,CWM_Max_Height_m,27.4457362834,0.8560313741515986,0.8560313741515986
CD04_Richness,PRIMARY_XAI,Richness,BsP6,CWM_WD,0.531,0.534200054141907,0.534200054141907
CD04_Richness,PRIMARY_XAI,Richness,BsP6,CWM_SLA,11.906946770797154,-0.42799334625292307,0.42799334625292307
CD04_Richness,PRIMARY_XAI,Richness,BsP6,CWM_Log10_Seed_Mass,1.7602390769296083,-0.3425886143103702,0.3425886143103702
CD04_Richness,PRIMARY_XAI,Richness,BsP6,CWM_Max_Height_m,22.0661667889,-0.6073415423520658,0.6073415423520658
CD04_Richness,PRIMARY_XAI,Richness,BsP7,CWM_WD,0.5061111111111112,0.7461414269879049,0.7461414269879049
CD04_Richness,PRIMARY_XAI,Richness,BsP7,CWM_SLA,13.090560732007642,0.7085432007844592,0.7085432007844592
CD04_Richness,PRIMARY_XAI,Richness,BsP7,CWM_Log10_Seed_Mass,2.602816771398309,-0.15715618144378993,0.15715618144378993
CD04_Richness,PRIMARY_XAI,Richness,BsP7,CWM_Max_Height_m,28.261280040000003,0.6035159981158728,0.6035159981158728
CD04_Richness,PRIMARY_XAI,Richness,BsP8,CWM_WD,0.5526315789473684,1.2859392920674213,1.2859392920674213
CD04_Richness,PRIMARY_XAI,Richness,BsP8,CWM_SLA,15.741444597960523,0.9692854347094966,0.9692854347094966
CD04_Richness,PRIMARY_XAI,Richness,BsP8,CWM_Log10_Seed_Mass,1.9513772211414817,0.3598757562747808,0.3598757562747808
CD04_Richness,PRIMARY_XAI,Richness,BsP8,CWM_Max_Height_m,28.302088835684213,1.1163447550435381,1.1163447550435381
CD04_Richness,PRIMARY_XAI,Richness,BsP9,CWM_WD,0.5617391304347826,1.3871676754072124,1.3871676754072124
CD04_Richness,PRIMARY_XAI,Richness,BsP9,CWM_SLA,14.913932696776266,0.9001478401001094,0.9001478401001094
CD04_Richness,PRIMARY_XAI,Richness,BsP9,CWM_Log10_Seed_Mass,1.7094954545951884,0.05355924718232265,0.05355924718232265
CD04_Richness,PRIMARY_XAI,Richness,BsP9,CWM_Max_Height_m,23.10185522069565,0.3042212690563886,0.3042212690563886
CD04_Richness,PRIMARY_XAI,Richness,BsP10,CWM_WD,0.4529166666666667,-1.7325583616733582,1.7325583616733582
CD04_Richness,PRIMARY_XAI,Richness,BsP10,CWM_SLA,14.63175004415631,0.9995879541199433,0.9995879541199433
CD04_Richness,PRIMARY_XAI,Richness,BsP10,CWM_Log10_Seed_Mass,1.716171590034348,0.707838037973758,0.707838037973758
CD04_Richness,PRIMARY_XAI,Richness,BsP10,CWM_Max_Height_m,27.048230106166667,1.0794863378336246,1.0794863378336246
CD04_Richness,PRIMARY_XAI,Richness,BuP1,CWM_WD,0.4742857142857143,-1.4594220899990258,1.4594220899990258
CD04_Richness,PRIMARY_XAI,Richness,BuP1,CWM_SLA,16.299374171428575,-0.21036190664464358,0.21036190664464358
CD04_Richness,PRIMARY_XAI,Richness,BuP1,CWM_Log10_Seed_Mass,1.857808459358576,0.17943435408799807,0.17943435408799807
CD04_Richness,PRIMARY_XAI,Richness,BuP1,CWM_Max_Height_m,25.62509144071428,0.1875694838255115,0.1875694838255115
CD04_Richness,PRIMARY_XAI,Richness,BuP2,CWM_WD,0.6646666666666667,1.2065416773691542,1.2065416773691542
CD04_Richness,PRIMARY_XAI,Richness,BuP2,CWM_SLA,13.829592405120328,0.7611277587877052,0.7611277587877052
CD04_Richness,PRIMARY_XAI,Richness,BuP2,CWM_Log10_Seed_Mass,2.060182970210439,0.004748843903560576,0.004748843903560576
CD04_Richness,PRIMARY_XAI,Richness,BuP2,CWM_Max_Height_m,24.404066812666667,-0.010017486409621683,0.010017486409621683
CD04_Richness,PRIMARY_XAI,Richness,BuP3,CWM_WD,0.6822727272727273,0.9267717413385645,0.9267717413385645
CD04_Richness,PRIMARY_XAI,Richness,BuP3,CWM_SLA,11.341397727922017,-0.596617908550973,0.596617908550973
CD04_Richness,PRIMARY_XAI,Richness,BuP3,CWM_Log10_Seed_Mass,1.949926369933223,-0.17275499530643254,0.17275499530643254
CD04_Richness,PRIMARY_XAI,Richness,BuP3,CWM_Max_Height_m,20.33367693,-1.121291333873655,1.121291333873655
CD04_Richness,PRIMARY_XAI,Richness,BuP4,CWM_WD,0.6058823529411765,1.3027998352423695,1.3027998352423695
CD04_Richness,PRIMARY_XAI,Richness,BuP4,CWM_SLA,12.341068007622953,0.0842036574482391,0.0842036574482391
