Plot_ID,Zone,Habitat,Structural_Coverage_Percent,Typology_ID,Typology_Name,Short_Name,Confidence_Class,Within_Cluster_Consensus,Maximum_External_Consensus,Consensus_Margin,Silhouette,Typology_Status,Typology_Confidence_Qualified
CuP3,Core,Upland,100.0,T1,Core–Upland Dense-Wood Conservative State,Dense-Wood Conservative,HIGH_CONFIDENCE,0.93664,0.606,0.33064000000000004,0.3529141377422904,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,False
CuP4,Core,Upland,100.0,T1,Core–Upland Dense-Wood Conservative State,Dense-Wood Conservative,HIGH_CONFIDENCE,0.93664,0.606,0.33064000000000004,0.3670679321181585,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,False
CuP5,Core,Upland,100.0,T1,Core–Upland Dense-Wood Conservative State,Dense-Wood Conservative,HIGH_CONFIDENCE,0.9365600000000001,0.609,0.3275600000000001,0.29444329306864936,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,False
CuP6,Core,Upland,95.23809523809524,T1,Core–Upland Dense-Wood Conservative State,Dense-Wood Conservative,HIGH_CONFIDENCE,0.93664,0.606,0.33064000000000004,0.3920934014195933,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,False
CuP7,Core,Upland,100.0,T1,Core–Upland Dense-Wood Conservative State,Dense-Wood Conservative,HIGH_CONFIDENCE,0.93664,0.606,0.33064000000000004,0.374581201804861,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,False
CuP8,Core,Upland,100.0,T1,Core–Upland Dense-Wood Conservative State,Dense-Wood Conservative,HIGH_CONFIDENCE,0.93664,0.606,0.33064000000000004,0.3695760737317107,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,False
CuP9,Core,Upland,96.0,T1,Core–Upland Dense-Wood Conservative State,Dense-Wood Conservative,HIGH_CONFIDENCE,0.9366800000000001,0.608,0.3286800000000001,0.2856923478501064,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,False
TmP1,Transition,Major River,100.0,T2,Buffer-Enriched Structurally Developed Diverse State,Structurally Developed Diverse,MODERATE_CONFIDENCE,0.6863793103448275,0.314,0.37237931034482746,0.1608266309143479,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,False
TmP10,Transition,Major River,100.0,T2,Buffer-Enriched Structurally Developed Diverse State,Structurally Developed Diverse,MODERATE_CONFIDENCE,0.7729310344827586,0.347,0.4259310344827586,0.30771902478826574,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,False
TmP2,Transition,Major River,100.0,T3,Transition–Stream Functionally Diverse Light-Seeded State,Functionally Diverse Light-Seeded,HIGH_CONFIDENCE,0.86925,0.52,0.34924999999999995,0.1519825642539872,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,False
TmP3,Transition,Major River,100.0,T4,Transition–Upland Acquisitive Low-Richness Heavy-Seeded State,Acquisitive Low-Richness Heavy-Seeded,LOW_CONFIDENCE,0.5874166666666666,0.428,0.1594166666666666,-0.011290616100048239,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,True
TmP4,Transition,Major River,100.0,T1,Core–Upland Dense-Wood Conservative State,Dense-Wood Conservative,LOW_CONFIDENCE,0.42375999999999997,0.49,-0.06624000000000002,0.07529717026209233,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,True
TmP5,Transition,Major River,100.0,T4,Transition–Upland Acquisitive Low-Richness Heavy-Seeded State,Acquisitive Low-Richness Heavy-Seeded,HIGH_CONFIDENCE,0.8876666666666667,0.419,0.46866666666666673,0.36239091039513194,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,False
TmP6,Transition,Major River,100.0,T2,Buffer-Enriched Structurally Developed Diverse State,Structurally Developed Diverse,MODERATE_CONFIDENCE,0.8075172413793104,0.562,0.2455172413793103,0.20355402583275822,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,False
TmP7,Transition,Major River,100.0,T4,Transition–Upland Acquisitive Low-Richness Heavy-Seeded State,Acquisitive Low-Richness Heavy-Seeded,LOW_CONFIDENCE,0.5832499999999999,0.354,0.22924999999999995,-0.01960446694593805,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,True
TmP8,Transition,Major River,100.0,T3,Transition–Stream Functionally Diverse Light-Seeded State,Functionally Diverse Light-Seeded,MODERATE_CONFIDENCE,0.7656666666666667,0.384,0.3816666666666667,0.07932556421465041,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,False
TmP9,Transition,Major River,100.0,T2,Buffer-Enriched Structurally Developed Diverse State,Structurally Developed Diverse,MODERATE_CONFIDENCE,0.6803448275862066,0.326,0.3543448275862066,0.17130691740710907,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,False
TsP1,Transition,Stream,88.88888888888889,T3,Transition–Stream Functionally Diverse Light-Seeded State,Functionally Diverse Light-Seeded,HIGH_CONFIDENCE,0.8768333333333335,0.487,0.3898333333333335,0.3047047668588918,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,False
TsP10,Transition,Stream,100.0,T3,Transition–Stream Functionally Diverse Light-Seeded State,Functionally Diverse Light-Seeded,HIGH_CONFIDENCE,0.8625833333333334,0.547,0.3155833333333333,0.12211219668875707,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,False
TsP2,Transition,Stream,69.23076923076923,,,,,,,,,UNCLASSIFIED_BY_AUTHORITATIVE_TYPOLOGY,False
TsP3,Transition,Stream,100.0,T3,Transition–Stream Functionally Diverse Light-Seeded State,Functionally Diverse Light-Seeded,MODERATE_CONFIDENCE,0.8203333333333335,0.551,0.2693333333333334,0.04214741762779471,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,False
TsP4,Transition,Stream,100.0,T4,Transition–Upland Acquisitive Low-Richness Heavy-Seeded State,Acquisitive Low-Richness Heavy-Seeded,HIGH_CONFIDENCE,0.868,0.466,0.40199999999999997,0.3010475375535104,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,False
TsP5,Transition,Stream,100.0,T4,Transition–Upland Acquisitive Low-Richness Heavy-Seeded State,Acquisitive Low-Richness Heavy-Seeded,HIGH_CONFIDENCE,0.8685833333333334,0.462,0.40658333333333335,0.2544991341456299,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,False
TsP6,Transition,Stream,80.95238095238095,T3,Transition–Stream Functionally Diverse Light-Seeded State,Functionally Diverse Light-Seeded,HIGH_CONFIDENCE,0.8709166666666667,0.516,0.35491666666666666,0.12145261530686839,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,False
TsP7,Transition,Stream,100.0,T4,Transition–Upland Acquisitive Low-Richness Heavy-Seeded State,Acquisitive Low-Richness Heavy-Seeded,HIGH_CONFIDENCE,0.8189166666666666,0.49,0.32891666666666663,0.1190783600136842,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,False
TsP8,Transition,Stream,100.0,T4,Transition–Upland Acquisitive Low-Richness Heavy-Seeded State,Acquisitive Low-Richness Heavy-Seeded,HIGH_CONFIDENCE,0.8684166666666666,0.466,0.4024166666666666,0.33381239085336134,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,False
TsP9,Transition,Stream,86.66666666666667,T3,Transition–Stream Functionally Diverse Light-Seeded State,Functionally Diverse Light-Seeded,MODERATE_CONFIDENCE,0.7713333333333333,0.321,0.4503333333333333,0.20389748846217806,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,False
TuP1,Transition,Upland,100.0,T3,Transition–Stream Functionally Diverse Light-Seeded State,Functionally Diverse Light-Seeded,MODERATE_CONFIDENCE,0.751,0.314,0.437,0.13369166368130767,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,False
TuP10,Transition,Upland,100.0,T4,Transition–Upland Acquisitive Low-Richness Heavy-Seeded State,Acquisitive Low-Richness Heavy-Seeded,HIGH_CONFIDENCE,0.8875833333333333,0.381,0.5065833333333333,0.29289190461655173,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,False
TuP2,Transition,Upland,90.0,T3,Transition–Stream Functionally Diverse Light-Seeded State,Functionally Diverse Light-Seeded,MODERATE_CONFIDENCE,0.7239999999999999,0.428,0.2959999999999999,0.08033445413893314,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,False
TuP3,Transition,Upland,100.0,,,,,,,,,UNCLASSIFIED_BY_AUTHORITATIVE_TYPOLOGY,False
TuP4,Transition,Upland,100.0,T4,Transition–Upland Acquisitive Low-Richness Heavy-Seeded State,Acquisitive Low-Richness Heavy-Seeded,HIGH_CONFIDENCE,0.8891666666666665,0.383,0.5061666666666665,0.3061588187176527,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,False
TuP5,Transition,Upland,100.0,T4,Transition–Upland Acquisitive Low-Richness Heavy-Seeded State,Acquisitive Low-Richness Heavy-Seeded,HIGH_CONFIDENCE,0.8775000000000001,0.426,0.45150000000000007,0.1632349706770009,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,False
TuP6,Transition,Upland,87.5,T3,Transition–Stream Functionally Diverse Light-Seeded State,Functionally Diverse Light-Seeded,HIGH_CONFIDENCE,0.8595,0.466,0.3935,0.18774029424211114,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,False
TuP7,Transition,Upland,100.0,T4,Transition–Upland Acquisitive Low-Richness Heavy-Seeded State,Acquisitive Low-Richness Heavy-Seeded,HIGH_CONFIDENCE,0.8897500000000002,0.385,0.5047500000000001,0.2869482326471013,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,False
TuP8,Transition,Upland,100.0,T4,Transition–Upland Acquisitive Low-Richness Heavy-Seeded State,Acquisitive Low-Richness Heavy-Seeded,HIGH_CONFIDENCE,0.8846666666666666,0.375,0.5096666666666666,0.29951498011639,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,False
TuP9,Transition,Upland,100.0,T4,Transition–Upland Acquisitive Low-Richness Heavy-Seeded State,Acquisitive Low-Richness Heavy-Seeded,HIGH_CONFIDENCE,0.89175,0.392,0.49975,0.36320453523855717,AUTHORITATIVE_DISCOVERY_SET_CLASSIFICATION,False
