Plot_ID,Zone,Habitat,Plot_Total_Abundance,Richness,Shannon,Simpson,Pielou,CWM_WD,CWM_SLA,CWM_Log10_Seed_Mass,CWM_Max_Height_m,FDis,RaoQ,FEve,FRic_4D,Estimated_Mean_DBH,Estimated_Mean_Height,Estimated_Mean_Basal_Area_Contribution,Structural_Coverage_Percent,Structural_Analysis_Tier,Use_Primary_Association,Use_Factorial_Structural,Use_Full_Descriptive,Structural_Use_Class
TsP4,Transition,Stream,26,4,1.1,0.612,0.793,0.373076923076923,19.012334970770784,2.338729322104515,24.01412413307693,1.039274247121184,1.1927805257283102,0.6536842703753618,,25.01538461538462,25.973076923076924,498.2230769230769,100.0,PRIMARY_>=90,True,True,True,PRIMARY_ASSOCIATION_SET
TsP5,Transition,Stream,24,3,0.837,0.538,0.761,0.3566666666666667,19.43329723333501,2.641398468480353,22.96726408083333,0.9417009797196452,0.9794698250574968,0.8311202849484767,,24.05,25.2375,458.7166666666667,100.0,PRIMARY_>=90,True,True,True,PRIMARY_ASSOCIATION_SET
TsP7,Transition,Stream,22,7,1.728,0.793,0.888,0.3945454545454545,17.09377389574231,2.2781227855781108,28.358493492636363,1.3625709657138958,1.7374873652978375,0.6428156155285367,1.0629063509359653,27.568181818181817,28.38636363636364,631.8636363636364,100.0,PRIMARY_>=90,True,True,True,PRIMARY_ASSOCIATION_SET
TsP8,Transition,Stream,26,4,1.171,0.648,0.844,0.3642307692307692,18.55092468211849,2.4763326738079297,24.464577118846154,1.060409863605516,1.22625221935029,0.5818535306507242,,25.16538461538461,26.246153846153845,506.7730769230769,100.0,PRIMARY_>=90,True,True,True,PRIMARY_ASSOCIATION_SET
TsP10,Transition,Stream,17,8,1.925,0.837,0.926,0.3947058823529412,15.12998959602362,1.919596196562868,33.17777586458823,1.5791042214997209,2.093568917221075,0.8344909759474685,2.549992488062333,30.147058823529413,30.65882352941177,760.4411764705883,100.0,PRIMARY_>=90,True,True,True,PRIMARY_ASSOCIATION_SET
TuP1,Transition,Upland,7,5,1.55,0.776,0.963,0.4285714285714285,23.138102740162505,2.542324117783896,25.885846657142856,2.924414402508278,3.5726380156657536,0.8368043234288152,1.7144496503699371,21.942857142857147,23.285714285714285,446.4714285714285,100.0,PRIMARY_>=90,True,True,True,PRIMARY_ASSOCIATION_SET
TuP2,Transition,Upland,10,5,1.505,0.76,0.935,0.422,14.732409474040589,2.1782195402115723,22.915288954,1.959219209608106,2.348035823993599,0.740609470032363,0.099210934627289,25.477777777777774,25.88888888888889,548.8,90.0,PRIMARY_>=90,True,True,True,PRIMARY_ASSOCIATION_SET
TuP3,Transition,Upland,9,2,0.687,0.494,0.991,0.4644444444444444,14.3661564334085,3.283426119695572,13.333333333333334,1.0881658073888012,1.088165807388801,,,25.58888888888889,25.53333333333333,566.6111111111111,100.0,PRIMARY_>=90,True,True,True,PRIMARY_ASSOCIATION_SET
TuP4,Transition,Upland,12,6,1.583,0.75,0.884,0.3975,16.01052149172304,2.56873566013062,12.861354954166666,1.6212802726868671,2.0394942496249544,0.6211304822764273,0.0551642354115277,23.59166666666667,24.075000000000003,471.0833333333333,100.0,PRIMARY_>=90,True,True,True,PRIMARY_ASSOCIATION_SET
TuP5,Transition,Upland,10,3,1.03,0.62,0.937,0.4609999999999999,14.027696440190926,3.541148496372573,21.315288953,0.8766009122519117,0.994169021412492,0.8473649978786075,,23.01,23.51,446.62,100.0,PRIMARY_>=90,True,True,True,PRIMARY_ASSOCIATION_SET
TuP7,Transition,Upland,10,5,1.359,0.68,0.845,0.462,19.500591270131288,2.757038836144053,14.096074128,1.6967334502757114,2.260958307847055,0.8095514769234377,0.013188910902545,21.7,22.49,414.12,100.0,PRIMARY_>=90,True,True,True,PRIMARY_ASSOCIATION_SET
TuP8,Transition,Upland,9,6,1.677,0.79,0.936,0.4366666666666667,17.19161443907483,2.4400750203809807,12.592917716666667,1.6714786505929893,2.175101699041467,0.6036441468529236,0.8422032253309355,22.044444444444444,23.57777777777778,429.6111111111111,100.0,PRIMARY_>=90,True,True,True,PRIMARY_ASSOCIATION_SET
TuP9,Transition,Upland,8,4,1.213,0.656,0.875,0.38625,17.280550542709843,2.7281310911425773,19.16703243125,1.638172594265633,1.975582519968912,0.6035589265149872,,20.15,21.0875,328.275,100.0,PRIMARY_>=90,True,True,True,PRIMARY_ASSOCIATION_SET
TuP10,Transition,Upland,7,6,1.748,0.816,0.976,0.4157142857142856,17.88875844584386,2.9357428116950035,21.097328177142856,1.5315754549363598,1.94469897836403,0.7360775975341488,0.8896101320162237,22.957142857142856,23.67142857142857,443.57142857142856,100.0,PRIMARY_>=90,True,True,True,PRIMARY_ASSOCIATION_SET
