Plot_ID,Zone,Habitat,Canonical_Species,Abundance,Zone_Key_26b,Habitat_Key_26b,Community_Species_Key_26b,Alias_Lookup_Key,Alias_Type,Alias_Name,Resolved_Record_ID,Master_Species,Structural_Source_Species,Structural_Canonical_Species,Mean_DBH,Mean_Height,Basal_Area,Final_Linkage_Class,Structural_Integration_QC,Structural_Data_Available,Structurally_Represented_Individuals,DBH_Weighted_Contribution,Height_Weighted_Contribution,BA_Weighted_Contribution
CuP6,Core,Upland,Blighia sapida,1,core,upland,blighia sapida,core||upland||blighia sapida,,,,,,,,,,,,False,0,,,
BmP1,Buffer,Major River,Blighia sapida,2,buffer,major river,blighia sapida,buffer||major river||blighia sapida,MASTER_SPECIES,Blighia sapida,OMO_STR_0077,Blighia sapida,Blighia sapida,Blighia sapida,27.2,24.2,581.3,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,2,54.4,48.4,1162.6
BmP3,Buffer,Major River,Blighia sapida,1,buffer,major river,blighia sapida,buffer||major river||blighia sapida,MASTER_SPECIES,Blighia sapida,OMO_STR_0077,Blighia sapida,Blighia sapida,Blighia sapida,27.2,24.2,581.3,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,1,27.2,24.2,581.3
BmP4,Buffer,Major River,Blighia sapida,1,buffer,major river,blighia sapida,buffer||major river||blighia sapida,MASTER_SPECIES,Blighia sapida,OMO_STR_0077,Blighia sapida,Blighia sapida,Blighia sapida,27.2,24.2,581.3,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,1,27.2,24.2,581.3
BmP7,Buffer,Major River,Blighia sapida,1,buffer,major river,blighia sapida,buffer||major river||blighia sapida,MASTER_SPECIES,Blighia sapida,OMO_STR_0077,Blighia sapida,Blighia sapida,Blighia sapida,27.2,24.2,581.3,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,1,27.2,24.2,581.3
BmP9,Buffer,Major River,Blighia sapida,1,buffer,major river,blighia sapida,buffer||major river||blighia sapida,MASTER_SPECIES,Blighia sapida,OMO_STR_0077,Blighia sapida,Blighia sapida,Blighia sapida,27.2,24.2,581.3,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,1,27.2,24.2,581.3
BmP10,Buffer,Major River,Blighia sapida,1,buffer,major river,blighia sapida,buffer||major river||blighia sapida,MASTER_SPECIES,Blighia sapida,OMO_STR_0077,Blighia sapida,Blighia sapida,Blighia sapida,27.2,24.2,581.3,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,1,27.2,24.2,581.3
BuP4,Buffer,Upland,Blighia sapida,1,buffer,upland,blighia sapida,buffer||upland||blighia sapida,MASTER_SPECIES,Blighia sapida,OMO_STR_0137,Blighia sapida,Blighia sapida,Blighia sapida,48.8,55.2,1871.0,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,1,48.8,55.2,1871.0
BuP7,Buffer,Upland,Blighia sapida,1,buffer,upland,blighia sapida,buffer||upland||blighia sapida,MASTER_SPECIES,Blighia sapida,OMO_STR_0137,Blighia sapida,Blighia sapida,Blighia sapida,48.8,55.2,1871.0,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,1,48.8,55.2,1871.0
BuP8,Buffer,Upland,Blighia sapida,1,buffer,upland,blighia sapida,buffer||upland||blighia sapida,MASTER_SPECIES,Blighia sapida,OMO_STR_0137,Blighia sapida,Blighia sapida,Blighia sapida,48.8,55.2,1871.0,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,1,48.8,55.2,1871.0
TmP1,Transition,Major River,Blighia sapida,1,transition,major river,blighia sapida,transition||major river||blighia sapida,NOTEBOOK07A_CANONICAL_SPECIES,Blighia sapida,OMO_STR_0166,Bligha sapida,Blghia sapida,Blighia sapida,26.3,27.1,543.4,ACCEPTED_STRONG_ORTHOGRAPHIC_AND_ABUNDANCE_EVIDENCE,ORTHOGRAPHIC_AND_ABUNDANCE_SUPPORTED,True,1,26.3,27.1,543.4
TmP7,Transition,Major River,Blighia sapida,2,transition,major river,blighia sapida,transition||major river||blighia sapida,NOTEBOOK07A_CANONICAL_SPECIES,Blighia sapida,OMO_STR_0166,Bligha sapida,Blghia sapida,Blighia sapida,26.3,27.1,543.4,ACCEPTED_STRONG_ORTHOGRAPHIC_AND_ABUNDANCE_EVIDENCE,ORTHOGRAPHIC_AND_ABUNDANCE_SUPPORTED,True,2,52.6,54.2,1086.8
TmP9,Transition,Major River,Blighia sapida,1,transition,major river,blighia sapida,transition||major river||blighia sapida,NOTEBOOK07A_CANONICAL_SPECIES,Blighia sapida,OMO_STR_0166,Bligha sapida,Blghia sapida,Blighia sapida,26.3,27.1,543.4,ACCEPTED_STRONG_ORTHOGRAPHIC_AND_ABUNDANCE_EVIDENCE,ORTHOGRAPHIC_AND_ABUNDANCE_SUPPORTED,True,1,26.3,27.1,543.4
CmP1,Core,Major River,Celtis zenkeri,4,core,major river,celtis zenkeri,core||major river||celtis zenkeri,MASTER_SPECIES,Celtis zenkeri,OMO_STR_0030,Celtis zenkeri,Celtis zenkeri,Celtis zenkeri,25.0,21.16,491.0,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,4,100.0,84.64,1964.0
CmP6,Core,Major River,Celtis zenkeri,1,core,major river,celtis zenkeri,core||major river||celtis zenkeri,MASTER_SPECIES,Celtis zenkeri,OMO_STR_0030,Celtis zenkeri,Celtis zenkeri,Celtis zenkeri,25.0,21.16,491.0,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,1,25.0,21.16,491.0
CmP8,Core,Major River,Celtis zenkeri,1,core,major river,celtis zenkeri,core||major river||celtis zenkeri,MASTER_SPECIES,Celtis zenkeri,OMO_STR_0030,Celtis zenkeri,Celtis zenkeri,Celtis zenkeri,25.0,21.16,491.0,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,1,25.0,21.16,491.0
CsP2,Core,Stream,Celtis zenkeri,1,core,stream,celtis zenkeri,core||stream||celtis zenkeri,MASTER_SPECIES,Celtis zenkeri,OMO_STR_0005,Celtis zenkeri,Celtis zenkeri,Celtis zenkeri,29.4,31.0,679.14,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,1,29.4,31.0,679.14
CsP4,Core,Stream,Celtis zenkeri,1,core,stream,celtis zenkeri,core||stream||celtis zenkeri,MASTER_SPECIES,Celtis zenkeri,OMO_STR_0005,Celtis zenkeri,Celtis zenkeri,Celtis zenkeri,29.4,31.0,679.14,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,1,29.4,31.0,679.14
CsP5,Core,Stream,Celtis zenkeri,1,core,stream,celtis zenkeri,core||stream||celtis zenkeri,MASTER_SPECIES,Celtis zenkeri,OMO_STR_0005,Celtis zenkeri,Celtis zenkeri,Celtis zenkeri,29.4,31.0,679.14,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,1,29.4,31.0,679.14
CsP6,Core,Stream,Celtis zenkeri,3,core,stream,celtis zenkeri,core||stream||celtis zenkeri,MASTER_SPECIES,Celtis zenkeri,OMO_STR_0005,Celtis zenkeri,Celtis zenkeri,Celtis zenkeri,29.4,31.0,679.14,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,3,88.19999999999999,93.0,2037.42
CsP10,Core,Stream,Celtis zenkeri,2,core,stream,celtis zenkeri,core||stream||celtis zenkeri,MASTER_SPECIES,Celtis zenkeri,OMO_STR_0005,Celtis zenkeri,Celtis zenkeri,Celtis zenkeri,29.4,31.0,679.14,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,2,58.8,62.0,1358.28
CuP2,Core,Upland,Celtis zenkeri,1,core,upland,celtis zenkeri,core||upland||celtis zenkeri,MASTER_SPECIES,Celtis zenkeri,OMO_STR_0054,Celtis zenkeri,Celtis zenkeri,Celtis zenkeri,20.6,21.31,333.4,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,1,20.6,21.31,333.4
CuP6,Core,Upland,Celtis zenkeri,1,core,upland,celtis zenkeri,core||upland||celtis zenkeri,MASTER_SPECIES,Celtis zenkeri,OMO_STR_0054,Celtis zenkeri,Celtis zenkeri,Celtis zenkeri,20.6,21.31,333.4,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,1,20.6,21.31,333.4
CuP8,Core,Upland,Celtis zenkeri,1,core,upland,celtis zenkeri,core||upland||celtis zenkeri,MASTER_SPECIES,Celtis zenkeri,OMO_STR_0054,Celtis zenkeri,Celtis zenkeri,Celtis zenkeri,20.6,21.31,333.4,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,1,20.6,21.31,333.4
CuP9,Core,Upland,Celtis zenkeri,2,core,upland,celtis zenkeri,core||upland||celtis zenkeri,MASTER_SPECIES,Celtis zenkeri,OMO_STR_0054,Celtis zenkeri,Celtis zenkeri,Celtis zenkeri,20.6,21.31,333.4,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,2,41.2,42.62,666.8
CuP10,Core,Upland,Celtis zenkeri,2,core,upland,celtis zenkeri,core||upland||celtis zenkeri,MASTER_SPECIES,Celtis zenkeri,OMO_STR_0054,Celtis zenkeri,Celtis zenkeri,Celtis zenkeri,20.6,21.31,333.4,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,2,41.2,42.62,666.8
BmP2,Buffer,Major River,Celtis zenkeri,1,buffer,major river,celtis zenkeri,buffer||major river||celtis zenkeri,MASTER_SPECIES,Celtis zenkeri,OMO_STR_0080,Celtis zenkeri,Celtis zenkeri,Celtis zenkeri,42.0,42.1,1386.0,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,1,42.0,42.1,1386.0
BmP4,Buffer,Major River,Celtis zenkeri,1,buffer,major river,celtis zenkeri,buffer||major river||celtis zenkeri,MASTER_SPECIES,Celtis zenkeri,OMO_STR_0080,Celtis zenkeri,Celtis zenkeri,Celtis zenkeri,42.0,42.1,1386.0,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,1,42.0,42.1,1386.0
BmP5,Buffer,Major River,Celtis zenkeri,1,buffer,major river,celtis zenkeri,buffer||major river||celtis zenkeri,MASTER_SPECIES,Celtis zenkeri,OMO_STR_0080,Celtis zenkeri,Celtis zenkeri,Celtis zenkeri,42.0,42.1,1386.0,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,1,42.0,42.1,1386.0
BmP7,Buffer,Major River,Celtis zenkeri,1,buffer,major river,celtis zenkeri,buffer||major river||celtis zenkeri,MASTER_SPECIES,Celtis zenkeri,OMO_STR_0080,Celtis zenkeri,Celtis zenkeri,Celtis zenkeri,42.0,42.1,1386.0,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,1,42.0,42.1,1386.0
BmP8,Buffer,Major River,Celtis zenkeri,2,buffer,major river,celtis zenkeri,buffer||major river||celtis zenkeri,MASTER_SPECIES,Celtis zenkeri,OMO_STR_0080,Celtis zenkeri,Celtis zenkeri,Celtis zenkeri,42.0,42.1,1386.0,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,2,84.0,84.2,2772.0
BuP2,Buffer,Upland,Celtis zenkeri,1,buffer,upland,celtis zenkeri,buffer||upland||celtis zenkeri,MASTER_SPECIES,Celtis zenkeri,OMO_STR_0139,Celtis zenkeri,Celtis zenkeri,Celtis zenkeri,26.5,30.0,551.7,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,1,26.5,30.0,551.7
BuP3,Buffer,Upland,Celtis zenkeri,2,buffer,upland,celtis zenkeri,buffer||upland||celtis zenkeri,MASTER_SPECIES,Celtis zenkeri,OMO_STR_0139,Celtis zenkeri,Celtis zenkeri,Celtis zenkeri,26.5,30.0,551.7,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,2,53.0,60.0,1103.4
BuP4,Buffer,Upland,Celtis zenkeri,3,buffer,upland,celtis zenkeri,buffer||upland||celtis zenkeri,MASTER_SPECIES,Celtis zenkeri,OMO_STR_0139,Celtis zenkeri,Celtis zenkeri,Celtis zenkeri,26.5,30.0,551.7,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,3,79.5,90.0,1655.1000000000001
BuP5,Buffer,Upland,Celtis zenkeri,1,buffer,upland,celtis zenkeri,buffer||upland||celtis zenkeri,MASTER_SPECIES,Celtis zenkeri,OMO_STR_0139,Celtis zenkeri,Celtis zenkeri,Celtis zenkeri,26.5,30.0,551.7,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,1,26.5,30.0,551.7
BuP6,Buffer,Upland,Celtis zenkeri,1,buffer,upland,celtis zenkeri,buffer||upland||celtis zenkeri,MASTER_SPECIES,Celtis zenkeri,OMO_STR_0139,Celtis zenkeri,Celtis zenkeri,Celtis zenkeri,26.5,30.0,551.7,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,1,26.5,30.0,551.7
BuP7,Buffer,Upland,Celtis zenkeri,1,buffer,upland,celtis zenkeri,buffer||upland||celtis zenkeri,MASTER_SPECIES,Celtis zenkeri,OMO_STR_0139,Celtis zenkeri,Celtis zenkeri,Celtis zenkeri,26.5,30.0,551.7,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,1,26.5,30.0,551.7
BuP8,Buffer,Upland,Celtis zenkeri,1,buffer,upland,celtis zenkeri,buffer||upland||celtis zenkeri,MASTER_SPECIES,Celtis zenkeri,OMO_STR_0139,Celtis zenkeri,Celtis zenkeri,Celtis zenkeri,26.5,30.0,551.7,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,1,26.5,30.0,551.7
BuP9,Buffer,Upland,Celtis zenkeri,1,buffer,upland,celtis zenkeri,buffer||upland||celtis zenkeri,MASTER_SPECIES,Celtis zenkeri,OMO_STR_0139,Celtis zenkeri,Celtis zenkeri,Celtis zenkeri,26.5,30.0,551.7,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,1,26.5,30.0,551.7
BuP10,Buffer,Upland,Celtis zenkeri,1,buffer,upland,celtis zenkeri,buffer||upland||celtis zenkeri,MASTER_SPECIES,Celtis zenkeri,OMO_STR_0139,Celtis zenkeri,Celtis zenkeri,Celtis zenkeri,26.5,30.0,551.7,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,1,26.5,30.0,551.7
CmP1,Core,Major River,Cleistopholis patens,1,core,major river,cleistopholis patens,core||major river||cleistopholis patens,MASTER_SPECIES,Cleistopholis patens,OMO_STR_0031,Cleistopholis patens,Cleistopholis patens,Cleistopholis patens,39.8,40.34,1244.0,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,1,39.8,40.34,1244.0
CmP4,Core,Major River,Cleistopholis patens,1,core,major river,cleistopholis patens,core||major river||cleistopholis patens,MASTER_SPECIES,Cleistopholis patens,OMO_STR_0031,Cleistopholis patens,Cleistopholis patens,Cleistopholis patens,39.8,40.34,1244.0,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,1,39.8,40.34,1244.0
CmP7,Core,Major River,Cleistopholis patens,1,core,major river,cleistopholis patens,core||major river||cleistopholis patens,MASTER_SPECIES,Cleistopholis patens,OMO_STR_0031,Cleistopholis patens,Cleistopholis patens,Cleistopholis patens,39.8,40.34,1244.0,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,1,39.8,40.34,1244.0
CmP8,Core,Major River,Cleistopholis patens,1,core,major river,cleistopholis patens,core||major river||cleistopholis patens,MASTER_SPECIES,Cleistopholis patens,OMO_STR_0031,Cleistopholis patens,Cleistopholis patens,Cleistopholis patens,39.8,40.34,1244.0,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,1,39.8,40.34,1244.0
CmP10,Core,Major River,Cleistopholis patens,1,core,major river,cleistopholis patens,core||major river||cleistopholis patens,MASTER_SPECIES,Cleistopholis patens,OMO_STR_0031,Cleistopholis patens,Cleistopholis patens,Cleistopholis patens,39.8,40.34,1244.0,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,1,39.8,40.34,1244.0
CsP2,Core,Stream,Cleistopholis patens,2,core,stream,cleistopholis patens,core||stream||cleistopholis patens,MASTER_SPECIES,Cleistopholis Patens,OMO_STR_0006,Cleistopholis Patens,Cleistopholis Patens,Cleistopholis patens,31.0,34.9,755.07,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,2,62.0,69.8,1510.14
