Variable,Domain,Contrast_Family,Conditioning_Level,Level_1,Level_2,Contrast,Estimate,SE,Statistic,df,p,CI95_Lower,CI95_Upper,Inference_Type,q_BH,Significant_FDR,Direction
CWM_WD,FUNCTIONAL_COMPOSITION,ZONE_WITHIN_HABITAT,Major River,Core,Transition,Core - Transition,0.15215379139229965,0.01980783631496721,7.681494786855094,81.0,3.175802197041379e-11,0.11274241037913642,0.1915651724054629,CLASSICAL,7.145554943343102e-11,True,LEVEL_1_HIGHER
CWM_WD,FUNCTIONAL_COMPOSITION,ZONE_WITHIN_HABITAT,Major River,Buffer,Transition,Buffer - Transition,0.06455694762261374,0.019807836314967214,3.259162010230929,81.0,0.001634625067618617,0.025145566609450505,0.10396832863577699,CLASSICAL,0.002101660801223936,True,LEVEL_1_HIGHER
CWM_WD,FUNCTIONAL_COMPOSITION,ZONE_WITHIN_HABITAT,Stream,Core,Buffer,Core - Buffer,0.04271075918214372,0.019807836314967218,2.156255660789693,81.0,0.03402983568518034,0.003299378168980474,0.08212214019530696,CLASSICAL,0.03402983568518034,True,LEVEL_1_HIGHER
CWM_WD,FUNCTIONAL_COMPOSITION,ZONE_WITHIN_HABITAT,Stream,Core,Transition,Core - Transition,0.1724100932916413,0.01980783631496724,8.70413560320894,81.0,3.056445453254614e-13,0.13299871227847804,0.21182147430480458,CLASSICAL,1.3754004539645763e-12,True,LEVEL_1_HIGHER
CWM_WD,FUNCTIONAL_COMPOSITION,ZONE_WITHIN_HABITAT,Stream,Buffer,Transition,Buffer - Transition,0.1296993341094976,0.019807836314967218,6.547879942419256,81.0,4.956797161540623e-09,0.09028795309633436,0.16911071512266085,CLASSICAL,8.922234890773122e-09,True,LEVEL_1_HIGHER
CWM_WD,FUNCTIONAL_COMPOSITION,ZONE_WITHIN_HABITAT,Upland,Core,Buffer,Core - Buffer,0.05158002121068528,0.01980783631496722,2.6040209738461098,81.0,0.010957497858195882,0.012168640197522028,0.09099140222384852,CLASSICAL,0.012327185090470368,True,LEVEL_1_HIGHER
CWM_WD,FUNCTIONAL_COMPOSITION,ZONE_WITHIN_HABITAT,Upland,Core,Transition,Core - Transition,0.21878154230397098,0.019807836314967218,11.045201445786134,81.0,7.832094783771799e-18,0.17937016129080774,0.2581929233171342,CLASSICAL,7.048885305394619e-17,True,LEVEL_1_HIGHER
CWM_WD,FUNCTIONAL_COMPOSITION,ZONE_WITHIN_HABITAT,Upland,Buffer,Transition,Buffer - Transition,0.1672015210932857,0.019807836314967193,8.441180471940033,81.0,1.011907361659391e-12,0.12779014008012252,0.2066129021064489,CLASSICAL,3.035722084978173e-12,True,LEVEL_1_HIGHER
CWM_Log10_Seed_Mass,FUNCTIONAL_COMPOSITION,ZONE_WITHIN_HABITAT,Major River,Core,Buffer,Core - Buffer,0.3316982905557608,0.10600083507476113,3.129204504113745,81.0,0.0024367717889054725,0.12078987873249783,0.5426067023790238,HC3,0.007310315366716418,True,LEVEL_1_HIGHER
CWM_Log10_Seed_Mass,FUNCTIONAL_COMPOSITION,ZONE_WITHIN_HABITAT,Major River,Core,Transition,Core - Transition,-0.005764272929821901,0.17085164400853,-0.033738469203925904,81.0,0.9731687039014905,-0.34570545235372147,0.33417690649407766,HC3,0.9731687039014906,False,LEVEL_2_HIGHER
CWM_Log10_Seed_Mass,FUNCTIONAL_COMPOSITION,ZONE_WITHIN_HABITAT,Major River,Buffer,Transition,Buffer - Transition,-0.3374625634855827,0.1917582136766166,-1.7598336833418968,81.0,0.0822114757269163,-0.7190012586484731,0.04407613167730773,HC3,0.18497582038556168,False,LEVEL_2_HIGHER
CWM_Log10_Seed_Mass,FUNCTIONAL_COMPOSITION,ZONE_WITHIN_HABITAT,Stream,Core,Buffer,Core - Buffer,0.11561054580502181,0.18207177401375865,0.6349723697220935,81.0,0.5272360444175157,-0.24665517283768965,0.47787626444773323,HC3,0.7908540666262734,False,LEVEL_1_HIGHER
CWM_Log10_Seed_Mass,FUNCTIONAL_COMPOSITION,ZONE_WITHIN_HABITAT,Stream,Core,Transition,Core - Transition,0.04531438943442445,0.17700343752452438,0.2560085276770176,81.0,0.7985932953044046,-0.30686692941298,0.3974957082818289,HC3,0.8984174572174551,False,LEVEL_1_HIGHER
CWM_Log10_Seed_Mass,FUNCTIONAL_COMPOSITION,ZONE_WITHIN_HABITAT,Stream,Buffer,Transition,Buffer - Transition,-0.07029615637059733,0.20085047008408577,-0.3499924911361569,81.0,0.7272527597287408,-0.4699255897567925,0.32933327701559784,HC3,0.8984174572174551,False,LEVEL_2_HIGHER
CWM_Log10_Seed_Mass,FUNCTIONAL_COMPOSITION,ZONE_WITHIN_HABITAT,Upland,Core,Buffer,Core - Buffer,0.04299536848763867,0.05417282238804042,0.7936704530486238,81.0,0.4297062386722037,-0.06479155532090525,0.1507822922961826,HC3,0.7734712296099666,False,LEVEL_1_HIGHER
CWM_Log10_Seed_Mass,FUNCTIONAL_COMPOSITION,ZONE_WITHIN_HABITAT,Upland,Core,Transition,Core - Transition,-0.5866126976901562,0.14678914914092345,-3.9962946929202827,81.0,0.00014104683297617578,-0.8786770601677272,-0.29454833521258533,HC3,0.000634710748392791,True,LEVEL_2_HIGHER
CWM_Log10_Seed_Mass,FUNCTIONAL_COMPOSITION,ZONE_WITHIN_HABITAT,Upland,Buffer,Transition,Buffer - Transition,-0.629608066177795,0.14844734145211458,-4.241288931273255,81.0,5.862210934409449e-05,-0.9249717112186042,-0.33424442113698566,HC3,0.0005275989840968504,True,LEVEL_2_HIGHER
CWM_Max_Height_m,FUNCTIONAL_COMPOSITION,ZONE_WITHIN_HABITAT,Major River,Core,Buffer,Core - Buffer,2.6133591789664434,1.0759681940686003,2.4288442663759855,81.0,0.017360904769731147,0.47251997875352725,4.75419837917936,HC3,0.06006661392137044,False,LEVEL_1_HIGHER
CWM_Max_Height_m,FUNCTIONAL_COMPOSITION,ZONE_WITHIN_HABITAT,Major River,Core,Transition,Core - Transition,-1.7685943056926454,2.2879492951936022,-0.7730041524119485,81.0,0.4417698577328508,-6.320895727102215,2.7837071157169238,HC3,0.4969910899494572,False,LEVEL_2_HIGHER
CWM_Max_Height_m,FUNCTIONAL_COMPOSITION,ZONE_WITHIN_HABITAT,Major River,Buffer,Transition,Buffer - Transition,-4.381953484659089,2.2855919860623746,-1.9172072318158295,81.0,0.05873723154496955,-8.929564600330096,0.16565763101191688,HC3,0.08810584731745431,False,LEVEL_2_HIGHER
CWM_Max_Height_m,FUNCTIONAL_COMPOSITION,ZONE_WITHIN_HABITAT,Stream,Core,Buffer,Core - Buffer,-0.5705069148961496,1.6295445744798742,-0.35010206153964624,81.0,0.7271708421550407,-3.812789468202153,2.671775638409854,HC3,0.7271708421550407,False,LEVEL_2_HIGHER
CWM_Max_Height_m,FUNCTIONAL_COMPOSITION,ZONE_WITHIN_HABITAT,Stream,Core,Transition,Core - Transition,-4.209280456270758,1.7739485434675197,-2.3728312028955014,81.0,0.020022204640456814,-7.738881611724374,-0.6796793008171411,HC3,0.06006661392137044,False,LEVEL_2_HIGHER
CWM_Max_Height_m,FUNCTIONAL_COMPOSITION,ZONE_WITHIN_HABITAT,Stream,Buffer,Transition,Buffer - Transition,-3.6387735413746083,1.8562794514307528,-1.9602509409722624,81.0,0.05340469361439662,-7.332187378400459,0.05464029565124173,HC3,0.08810584731745431,False,LEVEL_2_HIGHER
CWM_Max_Height_m,FUNCTIONAL_COMPOSITION,ZONE_WITHIN_HABITAT,Upland,Core,Buffer,Core - Buffer,1.835884056841,1.1976512260334968,1.5329037510538586,81.0,0.12919626167980455,-0.5470662078692401,4.21883432155124,HC3,0.16610947930260586,False,LEVEL_1_HIGHER
CWM_Max_Height_m,FUNCTIONAL_COMPOSITION,ZONE_WITHIN_HABITAT,Upland,Core,Transition,Core - Transition,6.859520426436956,2.4227154618495494,2.831335554857218,81.0,0.005845007287726585,2.0390766063673347,11.679964246506577,HC3,0.052605065589539264,False,LEVEL_1_HIGHER
CWM_Max_Height_m,FUNCTIONAL_COMPOSITION,ZONE_WITHIN_HABITAT,Upland,Buffer,Transition,Buffer - Transition,5.023636369595955,2.449546476144784,2.050843459603347,81.0,0.0435152127995662,0.1498072473386296,9.897465491853282,HC3,0.08810584731745431,False,LEVEL_1_HIGHER
FDis,FUNCTIONAL_DIVERSITY,ZONE_WITHIN_HABITAT,Major River,Core,Buffer,Core - Buffer,-0.2298422871456538,0.06076670801071883,-3.7823718721954003,81.0,0.0002961719735352339,-0.35074897499608004,-0.10893559929522754,HC3,0.002665547761817105,True,LEVEL_2_HIGHER
FDis,FUNCTIONAL_DIVERSITY,ZONE_WITHIN_HABITAT,Major River,Core,Transition,Core - Transition,-0.05367064414614878,0.1123655114439713,-0.4776433930344411,81.0,0.634190466635275,-0.27724276549445853,0.16990147720216098,HC3,0.8153877428167821,False,LEVEL_2_HIGHER
FDis,FUNCTIONAL_DIVERSITY,ZONE_WITHIN_HABITAT,Major River,Buffer,Transition,Buffer - Transition,0.176171642999505,0.11200490709538533,1.5728921845314703,81.0,0.11964195928442274,-0.04668298880824415,0.39902627480725417,HC3,0.35892587785326824,False,LEVEL_1_HIGHER
FDis,FUNCTIONAL_DIVERSITY,ZONE_WITHIN_HABITAT,Stream,Core,Buffer,Core - Buffer,0.11081942134588015,0.08847516964536309,1.2525482775571948,81.0,0.2139744157201197,-0.06521841366302807,0.28685725635478837,HC3,0.4814424353702693,False,LEVEL_1_HIGHER
FDis,FUNCTIONAL_DIVERSITY,ZONE_WITHIN_HABITAT,Stream,Core,Transition,Core - Transition,0.13755481877174205,0.1511110225671133,0.9102897752587803,81.0,0.3653706112471393,-0.16310871615363062,0.4382183536971147,HC3,0.6576671002448509,False,LEVEL_1_HIGHER
FDis,FUNCTIONAL_DIVERSITY,ZONE_WITHIN_HABITAT,Stream,Buffer,Transition,Buffer - Transition,0.026735397425861895,0.16147565608355977,0.16556921380165796,81.0,0.8689085234273817,-0.2945505070548273,0.3480213019065511,HC3,0.9490234444499254,False,LEVEL_1_HIGHER
FDis,FUNCTIONAL_DIVERSITY,ZONE_WITHIN_HABITAT,Upland,Core,Buffer,Core - Buffer,0.11426271135657513,0.06380287548471188,1.7908708735855359,81.0,0.07704982662346604,-0.012684997392579764,0.24121042010573002,HC3,0.3467242198055972,False,LEVEL_1_HIGHER
FDis,FUNCTIONAL_DIVERSITY,ZONE_WITHIN_HABITAT,Upland,Core,Transition,Core - Transition,-0.012054209678479921,0.1879605247934168,-0.06413160258904593,81.0,0.9490234444499254,-0.38603669520972334,0.3619282758527635,HC3,0.9490234444499254,False,LEVEL_2_HIGHER
FDis,FUNCTIONAL_DIVERSITY,ZONE_WITHIN_HABITAT,Upland,Buffer,Transition,Buffer - Transition,-0.1263169210350551,0.19381893008030512,-0.6517264386028657,81.0,0.5164226455755826,-0.5119557954428878,0.25932195337277764,HC3,0.774633968363374,False,LEVEL_2_HIGHER
Estimated_Mean_DBH,STRUCTURAL_ECOLOGY,ZONE_WITHIN_HABITAT,Major River,Core,Buffer,Core - Buffer,-4.702303573862777,1.0016321304928442,-4.6946413066332555,74.0,1.1992702395102587e-05,-6.698099160040512,-2.7065079876850424,HC3,2.698358038898082e-05,True,LEVEL_2_HIGHER
Estimated_Mean_DBH,STRUCTURAL_ECOLOGY,ZONE_WITHIN_HABITAT,Major River,Core,Transition,Core - Transition,-9.058557919576787,4.442566134452812,-2.03903726932194,74.0,0.04501817927729827,-17.910564172691835,-0.2065516664617384,HC3,0.05788051621366921,False,LEVEL_2_HIGHER
Estimated_Mean_DBH,STRUCTURAL_ECOLOGY,ZONE_WITHIN_HABITAT,Major River,Buffer,Transition,Buffer - Transition,-4.35625434571401,4.423042770035936,-0.9848998918178259,74.0,0.3278825876332717,-13.169359446056166,4.456850754628146,HC3,0.36886791108743067,False,LEVEL_2_HIGHER
Estimated_Mean_DBH,STRUCTURAL_ECOLOGY,ZONE_WITHIN_HABITAT,Stream,Core,Buffer,Core - Buffer,7.679488263810424,2.058609666822484,3.730424658727999,74.0,0.0003721929720734683,3.5776189630666977,11.78135756455415,HC3,0.0006699473497322429,True,LEVEL_1_HIGHER
Estimated_Mean_DBH,STRUCTURAL_ECOLOGY,ZONE_WITHIN_HABITAT,Stream,Core,Transition,Core - Transition,11.09972865564256,2.2065551523772835,5.030342723898838,74.0,3.319810170235191e-06,6.703071540015233,15.496385771269885,HC3,9.959430510705573e-06,True,LEVEL_1_HIGHER
Estimated_Mean_DBH,STRUCTURAL_ECOLOGY,ZONE_WITHIN_HABITAT,Stream,Buffer,Transition,Buffer - Transition,3.4202403918321345,1.3440865148359316,2.544657917537126,74.0,0.013022990093436939,0.7420895497353897,6.098391233928879,HC3,0.01953448514015541,True,LEVEL_1_HIGHER
Estimated_Mean_DBH,STRUCTURAL_ECOLOGY,ZONE_WITHIN_HABITAT,Upland,Core,Buffer,Core - Buffer,-4.895705119530589,0.6309345316587534,-7.759450266035646,74.0,3.6880337437124364e-11,-6.152869616472266,-3.6385406225889128,HC3,3.319230369341193e-10,True,LEVEL_2_HIGHER
Estimated_Mean_DBH,STRUCTURAL_ECOLOGY,ZONE_WITHIN_HABITAT,Upland,Core,Transition,Core - Transition,-0.37846631574324086,0.7262484880031111,-0.5211250997353121,74.0,0.6038356768327762,-1.8255480163988274,1.0686153849123456,HC3,0.6038356768327762,False,LEVEL_2_HIGHER
Estimated_Mean_DBH,STRUCTURAL_ECOLOGY,ZONE_WITHIN_HABITAT,Upland,Buffer,Transition,Buffer - Transition,4.517238803787347,0.8591376510654626,5.2578754966509464,74.0,1.360738740355734e-06,2.805369665691834,6.22910794188286,HC3,6.123324331600803e-06,True,LEVEL_1_HIGHER
Estimated_Mean_Height,STRUCTURAL_ECOLOGY,ZONE_WITHIN_HABITAT,Major River,Core,Buffer,Core - Buffer,-2.8513005504599245,0.9093024802354597,-3.135700839308822,74.0,0.0024594642470526793,-4.6631252926049775,-1.0394758083148712,HC3,0.004427035644694823,True,LEVEL_2_HIGHER
Estimated_Mean_Height,STRUCTURAL_ECOLOGY,ZONE_WITHIN_HABITAT,Major River,Core,Transition,Core - Transition,0.038243433731921295,1.2382507358697452,0.03088504825725718,74.0,0.9754443629000638,-2.4290250154283424,2.5055118828921845,HC3,0.9754443629000638,False,LEVEL_1_HIGHER
Estimated_Mean_Height,STRUCTURAL_ECOLOGY,ZONE_WITHIN_HABITAT,Major River,Buffer,Transition,Buffer - Transition,2.889543984191846,1.0809256380728984,2.6732125526631028,74.0,0.009238339250335991,0.7357526352753938,5.043335333108298,HC3,0.013857508875503986,True,LEVEL_1_HIGHER
Estimated_Mean_Height,STRUCTURAL_ECOLOGY,ZONE_WITHIN_HABITAT,Stream,Core,Buffer,Core - Buffer,7.161557649981041,1.5956586053621398,4.488151554420817,74.0,2.5885409825694923e-05,3.982138475337231,10.34097682462485,HC3,5.824217210781358e-05,True,LEVEL_1_HIGHER
Estimated_Mean_Height,STRUCTURAL_ECOLOGY,ZONE_WITHIN_HABITAT,Stream,Core,Transition,Core - Transition,9.700565015050346,1.8385847794821104,5.276104275040711,74.0,1.266032347486647e-06,6.037104872354599,13.364025157746093,HC3,3.798097042459941e-06,True,LEVEL_1_HIGHER
Estimated_Mean_Height,STRUCTURAL_ECOLOGY,ZONE_WITHIN_HABITAT,Stream,Buffer,Transition,Buffer - Transition,2.5390073650693052,1.2555651127008227,2.022202862588061,74.0,0.04677036028112276,0.037239266981166974,5.040775463157443,HC3,0.060133320361443546,False,LEVEL_1_HIGHER
Estimated_Mean_Height,STRUCTURAL_ECOLOGY,ZONE_WITHIN_HABITAT,Upland,Core,Buffer,Core - Buffer,-6.201881630830879,0.6500845784671678,-9.540114988505456,74.0,1.5990299387551734e-14,-7.497203428973073,-4.906559832688686,HC3,1.439126944879656e-13,True,LEVEL_2_HIGHER
Estimated_Mean_Height,STRUCTURAL_ECOLOGY,ZONE_WITHIN_HABITAT,Upland,Core,Transition,Core - Transition,-0.40839334989099285,0.5631202571194787,-0.7252329226798584,74.0,0.47059636358327406,-1.5304349552190242,0.7136482554370385,HC3,0.5294209090311833,False,LEVEL_2_HIGHER
Estimated_Mean_Height,STRUCTURAL_ECOLOGY,ZONE_WITHIN_HABITAT,Upland,Buffer,Transition,Buffer - Transition,5.793488280939886,0.7595081648303216,7.62794733383042,74.0,6.528454179787286e-11,4.280135227570422,7.306841334309351,HC3,2.937804380904279e-10,True,LEVEL_1_HIGHER
Pielou,TAXONOMIC_DIVERSITY,HABITAT_WITHIN_ZONE,Core,Major River,Stream,Major River - Stream,-0.04219999999999963,0.01416420457907977,-2.9793413223025693,81.0,0.0038113599929285673,-0.07038232413364028,-0.014017675866358978,HC3,0.011434079978785703,True,LEVEL_2_HIGHER
Pielou,TAXONOMIC_DIVERSITY,HABITAT_WITHIN_ZONE,Core,Major River,Upland,Major River - Upland,0.055999999999999946,0.014880179874128534,3.7633953671060456,81.0,0.0003159494909395643,0.02639310961386775,0.08560689038613215,HC3,0.0014217727092280393,True,LEVEL_1_HIGHER
Pielou,TAXONOMIC_DIVERSITY,HABITAT_WITHIN_ZONE,Core,Stream,Upland,Stream - Upland,0.09819999999999957,0.013418524141031936,7.3182414822892445,81.0,1.6285304520513738e-10,0.07150134603561205,0.12489865396438708,HC3,1.4656774068462365e-09,True,LEVEL_1_HIGHER
Pielou,TAXONOMIC_DIVERSITY,HABITAT_WITHIN_ZONE,Buffer,Major River,Stream,Major River - Stream,0.04630000000000006,0.02771354796378008,1.6706630295230096,81.0,0.09864809010520843,-0.008841267358000053,0.10144126735800019,HC3,0.14797213515781266,False,LEVEL_1_HIGHER
Pielou,TAXONOMIC_DIVERSITY,HABITAT_WITHIN_ZONE,Buffer,Major River,Upland,Major River - Upland,0.019899999999999855,0.024042375142009905,0.827705244696396,81.0,0.4102694432994579,-0.027936785003477453,0.06773678500347716,HC3,0.4924714473312541,False,LEVEL_1_HIGHER
Pielou,TAXONOMIC_DIVERSITY,HABITAT_WITHIN_ZONE,Buffer,Stream,Upland,Stream - Upland,-0.02640000000000021,0.03385269469734432,-0.7798492922358481,81.0,0.4377523976277814,-0.0937562436514682,0.04095624365146777,HC3,0.4924714473312541,False,LEVEL_2_HIGHER
Pielou,TAXONOMIC_DIVERSITY,HABITAT_WITHIN_ZONE,Transition,Major River,Stream,Major River - Stream,0.060399999999999954,0.025853815058641125,2.336212271303165,81.0,0.02195249698956134,0.00895901776863759,0.11184098223136232,HC3,0.03951449458121041,True,LEVEL_1_HIGHER
Pielou,TAXONOMIC_DIVERSITY,HABITAT_WITHIN_ZONE,Transition,Major River,Upland,Major River - Upland,-0.008600000000000413,0.024488344418226365,-0.3511874814043999,81.0,0.7263595268429914,-0.05732412397304759,0.040124123973046766,HC3,0.7263595268429914,False,LEVEL_2_HIGHER
Pielou,TAXONOMIC_DIVERSITY,HABITAT_WITHIN_ZONE,Transition,Stream,Upland,Stream - Upland,-0.06900000000000037,0.025776628326862963,-2.6768435004392104,81.0,0.00899342454811281,-0.12028740484679137,-0.017712595153209353,HC3,0.02023520523325382,True,LEVEL_2_HIGHER
CWM_WD,FUNCTIONAL_COMPOSITION,HABITAT_WITHIN_ZONE,Core,Major River,Stream,Major River - Stream,0.08766976177975805,0.019807836314967218,4.426014047456205,81.0,2.967435822717908e-05,0.048258380766594805,0.1270811427929213,CLASSICAL,0.00013353461202230587,True,LEVEL_1_HIGHER
CWM_WD,FUNCTIONAL_COMPOSITION,HABITAT_WITHIN_ZONE,Core,Major River,Upland,Major River - Upland,0.002827445236266442,0.01980783631496722,0.1427437702587417,81.0,0.8868470315803144,-0.03658393577689681,0.04223882624942969,CLASSICAL,0.8868470315803144,False,LEVEL_1_HIGHER
CWM_WD,FUNCTIONAL_COMPOSITION,HABITAT_WITHIN_ZONE,Core,Stream,Upland,Stream - Upland,-0.08484231654349161,0.01980783631496723,-4.2832702771974605,81.0,5.028794491234837e-05,-0.12425369755665489,-0.04543093553032834,CLASSICAL,0.00015086383473704513,True,LEVEL_2_HIGHER
CWM_WD,FUNCTIONAL_COMPOSITION,HABITAT_WITHIN_ZONE,Buffer,Major River,Stream,Major River - Stream,0.04278367719221584,0.019807836314967225,2.1599369316217327,81.0,0.03373394731679875,0.003372296179052582,0.08219505820537909,CLASSICAL,0.05060092097519812,False,LEVEL_1_HIGHER
CWM_WD,FUNCTIONAL_COMPOSITION,HABITAT_WITHIN_ZONE,Buffer,Major River,Upland,Major River - Upland,-0.033189377322734206,0.019807836314967214,-1.6755680325193125,81.0,0.09767921864050429,-0.07260075833589744,0.00622200369042903,CLASSICAL,0.10988912097056733,False,LEVEL_2_HIGHER
CWM_WD,FUNCTIONAL_COMPOSITION,HABITAT_WITHIN_ZONE,Buffer,Stream,Upland,Stream - Upland,-0.07597305451495004,0.019807836314967218,-3.8355049641410455,81.0,0.0002468847699768407,-0.11538443552811328,-0.036561673501786796,CLASSICAL,0.0005554907324478916,True,LEVEL_2_HIGHER
CWM_WD,FUNCTIONAL_COMPOSITION,HABITAT_WITHIN_ZONE,Transition,Major River,Stream,Major River - Stream,0.10792606367909971,0.01980783631496721,5.448654863810064,81.0,5.326394745755955e-07,0.06851468266593648,0.14733744469226295,CLASSICAL,4.793755271180359e-06,True,LEVEL_1_HIGHER
CWM_WD,FUNCTIONAL_COMPOSITION,HABITAT_WITHIN_ZONE,Transition,Major River,Upland,Major River - Upland,0.06945519614793777,0.019807836314967193,3.5064504291897873,81.0,0.0007434843792688267,0.030043815134774575,0.10886657716110096,CLASSICAL,0.001338271882683888,True,LEVEL_1_HIGHER
CWM_WD,FUNCTIONAL_COMPOSITION,HABITAT_WITHIN_ZONE,Transition,Stream,Upland,Stream - Upland,-0.03847086753116194,0.01980783631496721,-1.9422044346202798,81.0,0.05558809649470508,-0.07788224854432517,0.00094051348200129,CLASSICAL,0.07147040977890652,False,LEVEL_2_HIGHER
CWM_Log10_Seed_Mass,FUNCTIONAL_COMPOSITION,HABITAT_WITHIN_ZONE,Core,Major River,Stream,Major River - Stream,0.3350514830490854,0.11788699088435158,2.8421412789963783,81.0,0.005668100624664521,0.10049334957300252,0.5696096165251683,HC3,0.017004301873993564,True,LEVEL_1_HIGHER
CWM_Log10_Seed_Mass,FUNCTIONAL_COMPOSITION,HABITAT_WITHIN_ZONE,Core,Major River,Upland,Major River - Upland,0.26829854251026164,0.05522854602159546,4.857968602058645,81.0,5.699932458077725e-06,0.15841105982668302,0.37818602519384026,HC3,5.129939212269952e-05,True,LEVEL_1_HIGHER
CWM_Log10_Seed_Mass,FUNCTIONAL_COMPOSITION,HABITAT_WITHIN_ZONE,Core,Stream,Upland,Stream - Upland,-0.06675294053882375,0.11529217723206309,-0.5789893307718675,81.0,0.5642030307232506,-0.2961482087790289,0.16264232770138146,HC3,0.634728409563657,False,LEVEL_2_HIGHER
CWM_Log10_Seed_Mass,FUNCTIONAL_COMPOSITION,HABITAT_WITHIN_ZONE,Buffer,Major River,Stream,Major River - Stream,0.1189637382983464,0.17461089688016815,0.681307641297947,81.0,0.4976201202360502,-0.2284571751506677,0.4663846517473605,HC3,0.634728409563657,False,LEVEL_1_HIGHER
CWM_Log10_Seed_Mass,FUNCTIONAL_COMPOSITION,HABITAT_WITHIN_ZONE,Buffer,Major River,Upland,Major River - Upland,-0.020404379557860453,0.10545463207642135,-0.19348964721695405,81.0,0.8470598934618727,-0.2302260187454956,0.18941725962977468,HC3,0.8470598934618727,False,LEVEL_2_HIGHER
CWM_Log10_Seed_Mass,FUNCTIONAL_COMPOSITION,HABITAT_WITHIN_ZONE,Buffer,Stream,Upland,Stream - Upland,-0.1393681178562069,0.1509719823248471,-0.9231389540631976,81.0,0.35867653732388727,-0.43975500631313236,0.16101877060071856,HC3,0.5380148059858308,False,LEVEL_2_HIGHER
CWM_Log10_Seed_Mass,FUNCTIONAL_COMPOSITION,HABITAT_WITHIN_ZONE,Transition,Major River,Stream,Major River - Stream,0.38613014541333174,0.21592396471014622,1.7882690600446702,81.0,0.07747193564039279,-0.04349081407703703,0.8157511049037005,HC3,0.17431185519088377,False,LEVEL_1_HIGHER
CWM_Log10_Seed_Mass,FUNCTIONAL_COMPOSITION,HABITAT_WITHIN_ZONE,Transition,Major River,Upland,Major River - Upland,-0.3125498822500728,0.21837386810301787,-1.4312604569637764,81.0,0.15620265981101417,-0.747045381015029,0.12194561651488339,HC3,0.2811647876598255,False,LEVEL_2_HIGHER
