Plot_ID,Zone,Habitat,Canonical_Species,Abundance,Species_Key,Zone_Key,Habitat_Key,Structural_Lookup_Key,Structural_Species_Key,Resolved_Record_ID,Master_Species,Mean_DBH,Mean_Height,Basal_Area,Final_Linkage_Class,Structural_Integration_QC,Structural_Data_Available,DBH_Weighted_Contribution,Height_Weighted_Contribution,BA_Weighted_Contribution,Structurally_Represented_Individuals
CuP4,Core,Upland,Annonidium manni,2,annonidium manni,core,upland,core||upland||annonidium manni,annonidium manni,OMO_STR_0052,Annonidium manni,20.4,20.9,326.9,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,40.8,41.8,653.8,2
CuP8,Core,Upland,Annonidium manni,3,annonidium manni,core,upland,core||upland||annonidium manni,annonidium manni,OMO_STR_0052,Annonidium manni,20.4,20.9,326.9,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,61.199999999999996,62.699999999999996,980.6999999999999,3
CuP10,Core,Upland,Annonidium manni,1,annonidium manni,core,upland,core||upland||annonidium manni,annonidium manni,OMO_STR_0052,Annonidium manni,20.4,20.9,326.9,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,20.4,20.9,326.9,1
BuP4,Buffer,Upland,Annonidium manni,6,annonidium manni,buffer,upland,buffer||upland||annonidium manni,annonidium manni,OMO_STR_0136,Annonidium manni,23.2,24.0,422.9,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,139.2,144.0,2537.3999999999996,6
BuP5,Buffer,Upland,Annonidium manni,2,annonidium manni,buffer,upland,buffer||upland||annonidium manni,annonidium manni,OMO_STR_0136,Annonidium manni,23.2,24.0,422.9,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,46.4,48.0,845.8,2
BuP6,Buffer,Upland,Annonidium manni,2,annonidium manni,buffer,upland,buffer||upland||annonidium manni,annonidium manni,OMO_STR_0136,Annonidium manni,23.2,24.0,422.9,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,46.4,48.0,845.8,2
BuP7,Buffer,Upland,Annonidium manni,2,annonidium manni,buffer,upland,buffer||upland||annonidium manni,annonidium manni,OMO_STR_0136,Annonidium manni,23.2,24.0,422.9,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,46.4,48.0,845.8,2
BuP9,Buffer,Upland,Annonidium manni,1,annonidium manni,buffer,upland,buffer||upland||annonidium manni,annonidium manni,OMO_STR_0136,Annonidium manni,23.2,24.0,422.9,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,23.2,24.0,422.9,1
BuP10,Buffer,Upland,Annonidium manni,1,annonidium manni,buffer,upland,buffer||upland||annonidium manni,annonidium manni,OMO_STR_0136,Annonidium manni,23.2,24.0,422.9,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,23.2,24.0,422.9,1
CmP3,Core,Major River,Anthonotha macrophylla,1,anthonotha macrophylla,core,major river,core||major river||anthonotha macrophylla,anthonotha macrophylla,OMO_STR_0028,Anthonotha macrophylla,18.2,16.9,260.2,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,18.2,16.9,260.2,1
CmP7,Core,Major River,Anthonotha macrophylla,2,anthonotha macrophylla,core,major river,core||major river||anthonotha macrophylla,anthonotha macrophylla,OMO_STR_0028,Anthonotha macrophylla,18.2,16.9,260.2,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,36.4,33.8,520.4,2
CmP9,Core,Major River,Anthonotha macrophylla,2,anthonotha macrophylla,core,major river,core||major river||anthonotha macrophylla,anthonotha macrophylla,OMO_STR_0028,Anthonotha macrophylla,18.2,16.9,260.2,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,36.4,33.8,520.4,2
CmP2,Core,Major River,Blighia sapida,1,blighia sapida,core,major river,core||major river||bligha sapida,bligha sapida,,,,,,,,False,,,,0
CmP9,Core,Major River,Blighia sapida,1,blighia sapida,core,major river,core||major river||bligha sapida,bligha sapida,,,,,,,,False,,,,0
CsP1,Core,Stream,Blighia sapida,2,blighia sapida,core,stream,core||stream||bligha sapida,bligha sapida,,,,,,,,False,,,,0
CsP3,Core,Stream,Blighia sapida,1,blighia sapida,core,stream,core||stream||bligha sapida,bligha sapida,,,,,,,,False,,,,0
CsP4,Core,Stream,Blighia sapida,1,blighia sapida,core,stream,core||stream||bligha sapida,bligha sapida,,,,,,,,False,,,,0
CsP6,Core,Stream,Blighia sapida,1,blighia sapida,core,stream,core||stream||bligha sapida,bligha sapida,,,,,,,,False,,,,0
CsP7,Core,Stream,Blighia sapida,1,blighia sapida,core,stream,core||stream||bligha sapida,bligha sapida,,,,,,,,False,,,,0
CsP10,Core,Stream,Blighia sapida,1,blighia sapida,core,stream,core||stream||bligha sapida,bligha sapida,,,,,,,,False,,,,0
CuP6,Core,Upland,Blighia sapida,1,blighia sapida,core,upland,core||upland||bligha sapida,bligha sapida,,,,,,,,False,,,,0
BmP1,Buffer,Major River,Blighia sapida,2,blighia sapida,buffer,major river,buffer||major river||bligha sapida,bligha sapida,,,,,,,,False,,,,0
BmP3,Buffer,Major River,Blighia sapida,1,blighia sapida,buffer,major river,buffer||major river||bligha sapida,bligha sapida,,,,,,,,False,,,,0
BmP4,Buffer,Major River,Blighia sapida,1,blighia sapida,buffer,major river,buffer||major river||bligha sapida,bligha sapida,,,,,,,,False,,,,0
BmP7,Buffer,Major River,Blighia sapida,1,blighia sapida,buffer,major river,buffer||major river||bligha sapida,bligha sapida,,,,,,,,False,,,,0
BmP9,Buffer,Major River,Blighia sapida,1,blighia sapida,buffer,major river,buffer||major river||bligha sapida,bligha sapida,,,,,,,,False,,,,0
BmP10,Buffer,Major River,Blighia sapida,1,blighia sapida,buffer,major river,buffer||major river||bligha sapida,bligha sapida,,,,,,,,False,,,,0
BuP4,Buffer,Upland,Blighia sapida,1,blighia sapida,buffer,upland,buffer||upland||bligha sapida,bligha sapida,,,,,,,,False,,,,0
BuP7,Buffer,Upland,Blighia sapida,1,blighia sapida,buffer,upland,buffer||upland||bligha sapida,bligha sapida,,,,,,,,False,,,,0
BuP8,Buffer,Upland,Blighia sapida,1,blighia sapida,buffer,upland,buffer||upland||bligha sapida,bligha sapida,,,,,,,,False,,,,0
TmP1,Transition,Major River,Blighia sapida,1,blighia sapida,transition,major river,transition||major river||bligha sapida,bligha sapida,OMO_STR_0166,Bligha sapida,26.3,27.1,543.4,ACCEPTED_STRONG_ORTHOGRAPHIC_AND_ABUNDANCE_EVIDENCE,ORTHOGRAPHIC_AND_ABUNDANCE_SUPPORTED,True,26.3,27.1,543.4,1
TmP7,Transition,Major River,Blighia sapida,2,blighia sapida,transition,major river,transition||major river||bligha sapida,bligha sapida,OMO_STR_0166,Bligha sapida,26.3,27.1,543.4,ACCEPTED_STRONG_ORTHOGRAPHIC_AND_ABUNDANCE_EVIDENCE,ORTHOGRAPHIC_AND_ABUNDANCE_SUPPORTED,True,52.6,54.2,1086.8,2
TmP9,Transition,Major River,Blighia sapida,1,blighia sapida,transition,major river,transition||major river||bligha sapida,bligha sapida,OMO_STR_0166,Bligha sapida,26.3,27.1,543.4,ACCEPTED_STRONG_ORTHOGRAPHIC_AND_ABUNDANCE_EVIDENCE,ORTHOGRAPHIC_AND_ABUNDANCE_SUPPORTED,True,26.3,27.1,543.4,1
CmP1,Core,Major River,Celtis zenkeri,4,celtis zenkeri,core,major river,core||major river||celtis zenkeri,celtis zenkeri,OMO_STR_0030,Celtis zenkeri,25.0,21.16,491.0,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,100.0,84.64,1964.0,4
CmP6,Core,Major River,Celtis zenkeri,1,celtis zenkeri,core,major river,core||major river||celtis zenkeri,celtis zenkeri,OMO_STR_0030,Celtis zenkeri,25.0,21.16,491.0,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,25.0,21.16,491.0,1
CmP8,Core,Major River,Celtis zenkeri,1,celtis zenkeri,core,major river,core||major river||celtis zenkeri,celtis zenkeri,OMO_STR_0030,Celtis zenkeri,25.0,21.16,491.0,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,25.0,21.16,491.0,1
CsP2,Core,Stream,Celtis zenkeri,1,celtis zenkeri,core,stream,core||stream||celtis zenkeri,celtis zenkeri,OMO_STR_0005,Celtis zenkeri,29.4,31.0,679.14,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,29.4,31.0,679.14,1
CsP4,Core,Stream,Celtis zenkeri,1,celtis zenkeri,core,stream,core||stream||celtis zenkeri,celtis zenkeri,OMO_STR_0005,Celtis zenkeri,29.4,31.0,679.14,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,29.4,31.0,679.14,1
CsP5,Core,Stream,Celtis zenkeri,1,celtis zenkeri,core,stream,core||stream||celtis zenkeri,celtis zenkeri,OMO_STR_0005,Celtis zenkeri,29.4,31.0,679.14,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,29.4,31.0,679.14,1
CsP6,Core,Stream,Celtis zenkeri,3,celtis zenkeri,core,stream,core||stream||celtis zenkeri,celtis zenkeri,OMO_STR_0005,Celtis zenkeri,29.4,31.0,679.14,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,88.19999999999999,93.0,2037.42,3
CsP10,Core,Stream,Celtis zenkeri,2,celtis zenkeri,core,stream,core||stream||celtis zenkeri,celtis zenkeri,OMO_STR_0005,Celtis zenkeri,29.4,31.0,679.14,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,58.8,62.0,1358.28,2
CuP2,Core,Upland,Celtis zenkeri,1,celtis zenkeri,core,upland,core||upland||celtis zenkeri,celtis zenkeri,OMO_STR_0054,Celtis zenkeri,20.6,21.31,333.4,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,20.6,21.31,333.4,1
CuP6,Core,Upland,Celtis zenkeri,1,celtis zenkeri,core,upland,core||upland||celtis zenkeri,celtis zenkeri,OMO_STR_0054,Celtis zenkeri,20.6,21.31,333.4,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,20.6,21.31,333.4,1
CuP8,Core,Upland,Celtis zenkeri,1,celtis zenkeri,core,upland,core||upland||celtis zenkeri,celtis zenkeri,OMO_STR_0054,Celtis zenkeri,20.6,21.31,333.4,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,20.6,21.31,333.4,1
CuP9,Core,Upland,Celtis zenkeri,2,celtis zenkeri,core,upland,core||upland||celtis zenkeri,celtis zenkeri,OMO_STR_0054,Celtis zenkeri,20.6,21.31,333.4,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,41.2,42.62,666.8,2
CuP10,Core,Upland,Celtis zenkeri,2,celtis zenkeri,core,upland,core||upland||celtis zenkeri,celtis zenkeri,OMO_STR_0054,Celtis zenkeri,20.6,21.31,333.4,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,41.2,42.62,666.8,2
BmP2,Buffer,Major River,Celtis zenkeri,1,celtis zenkeri,buffer,major river,buffer||major river||celtis zenkeri,celtis zenkeri,OMO_STR_0080,Celtis zenkeri,42.0,42.1,1386.0,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,42.0,42.1,1386.0,1
BmP4,Buffer,Major River,Celtis zenkeri,1,celtis zenkeri,buffer,major river,buffer||major river||celtis zenkeri,celtis zenkeri,OMO_STR_0080,Celtis zenkeri,42.0,42.1,1386.0,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,42.0,42.1,1386.0,1
BmP5,Buffer,Major River,Celtis zenkeri,1,celtis zenkeri,buffer,major river,buffer||major river||celtis zenkeri,celtis zenkeri,OMO_STR_0080,Celtis zenkeri,42.0,42.1,1386.0,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,42.0,42.1,1386.0,1
BmP7,Buffer,Major River,Celtis zenkeri,1,celtis zenkeri,buffer,major river,buffer||major river||celtis zenkeri,celtis zenkeri,OMO_STR_0080,Celtis zenkeri,42.0,42.1,1386.0,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,42.0,42.1,1386.0,1
BmP8,Buffer,Major River,Celtis zenkeri,2,celtis zenkeri,buffer,major river,buffer||major river||celtis zenkeri,celtis zenkeri,OMO_STR_0080,Celtis zenkeri,42.0,42.1,1386.0,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,84.0,84.2,2772.0,2
BuP2,Buffer,Upland,Celtis zenkeri,1,celtis zenkeri,buffer,upland,buffer||upland||celtis zenkeri,celtis zenkeri,OMO_STR_0139,Celtis zenkeri,26.5,30.0,551.7,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,26.5,30.0,551.7,1
BuP3,Buffer,Upland,Celtis zenkeri,2,celtis zenkeri,buffer,upland,buffer||upland||celtis zenkeri,celtis zenkeri,OMO_STR_0139,Celtis zenkeri,26.5,30.0,551.7,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,53.0,60.0,1103.4,2
BuP4,Buffer,Upland,Celtis zenkeri,3,celtis zenkeri,buffer,upland,buffer||upland||celtis zenkeri,celtis zenkeri,OMO_STR_0139,Celtis zenkeri,26.5,30.0,551.7,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,79.5,90.0,1655.1000000000001,3
BuP5,Buffer,Upland,Celtis zenkeri,1,celtis zenkeri,buffer,upland,buffer||upland||celtis zenkeri,celtis zenkeri,OMO_STR_0139,Celtis zenkeri,26.5,30.0,551.7,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,26.5,30.0,551.7,1
BuP6,Buffer,Upland,Celtis zenkeri,1,celtis zenkeri,buffer,upland,buffer||upland||celtis zenkeri,celtis zenkeri,OMO_STR_0139,Celtis zenkeri,26.5,30.0,551.7,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,26.5,30.0,551.7,1
BuP7,Buffer,Upland,Celtis zenkeri,1,celtis zenkeri,buffer,upland,buffer||upland||celtis zenkeri,celtis zenkeri,OMO_STR_0139,Celtis zenkeri,26.5,30.0,551.7,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,26.5,30.0,551.7,1
BuP8,Buffer,Upland,Celtis zenkeri,1,celtis zenkeri,buffer,upland,buffer||upland||celtis zenkeri,celtis zenkeri,OMO_STR_0139,Celtis zenkeri,26.5,30.0,551.7,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,26.5,30.0,551.7,1
BuP9,Buffer,Upland,Celtis zenkeri,1,celtis zenkeri,buffer,upland,buffer||upland||celtis zenkeri,celtis zenkeri,OMO_STR_0139,Celtis zenkeri,26.5,30.0,551.7,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,26.5,30.0,551.7,1
BuP10,Buffer,Upland,Celtis zenkeri,1,celtis zenkeri,buffer,upland,buffer||upland||celtis zenkeri,celtis zenkeri,OMO_STR_0139,Celtis zenkeri,26.5,30.0,551.7,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,26.5,30.0,551.7,1
CmP1,Core,Major River,Cleistopholis patens,1,cleistopholis patens,core,major river,core||major river||cleistopholis patens,cleistopholis patens,OMO_STR_0031,Cleistopholis patens,39.8,40.34,1244.0,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,39.8,40.34,1244.0,1
CmP4,Core,Major River,Cleistopholis patens,1,cleistopholis patens,core,major river,core||major river||cleistopholis patens,cleistopholis patens,OMO_STR_0031,Cleistopholis patens,39.8,40.34,1244.0,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,39.8,40.34,1244.0,1
CmP7,Core,Major River,Cleistopholis patens,1,cleistopholis patens,core,major river,core||major river||cleistopholis patens,cleistopholis patens,OMO_STR_0031,Cleistopholis patens,39.8,40.34,1244.0,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,39.8,40.34,1244.0,1
CmP8,Core,Major River,Cleistopholis patens,1,cleistopholis patens,core,major river,core||major river||cleistopholis patens,cleistopholis patens,OMO_STR_0031,Cleistopholis patens,39.8,40.34,1244.0,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,39.8,40.34,1244.0,1
CmP10,Core,Major River,Cleistopholis patens,1,cleistopholis patens,core,major river,core||major river||cleistopholis patens,cleistopholis patens,OMO_STR_0031,Cleistopholis patens,39.8,40.34,1244.0,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,39.8,40.34,1244.0,1
CsP2,Core,Stream,Cleistopholis patens,2,cleistopholis patens,core,stream,core||stream||cleistopholis patens,cleistopholis patens,OMO_STR_0006,Cleistopholis Patens,31.0,34.9,755.07,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,62.0,69.8,1510.14,2
CsP3,Core,Stream,Cleistopholis patens,1,cleistopholis patens,core,stream,core||stream||cleistopholis patens,cleistopholis patens,OMO_STR_0006,Cleistopholis Patens,31.0,34.9,755.07,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,31.0,34.9,755.07,1
CsP4,Core,Stream,Cleistopholis patens,1,cleistopholis patens,core,stream,core||stream||cleistopholis patens,cleistopholis patens,OMO_STR_0006,Cleistopholis Patens,31.0,34.9,755.07,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,31.0,34.9,755.07,1
CsP6,Core,Stream,Cleistopholis patens,1,cleistopholis patens,core,stream,core||stream||cleistopholis patens,cleistopholis patens,OMO_STR_0006,Cleistopholis Patens,31.0,34.9,755.07,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,31.0,34.9,755.07,1
CsP10,Core,Stream,Cleistopholis patens,3,cleistopholis patens,core,stream,core||stream||cleistopholis patens,cleistopholis patens,OMO_STR_0006,Cleistopholis Patens,31.0,34.9,755.07,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,93.0,104.69999999999999,2265.21,3
BmP1,Buffer,Major River,Cleistopholis patens,1,cleistopholis patens,buffer,major river,buffer||major river||cleistopholis patens,cleistopholis patens,OMO_STR_0081,Cleistopholis patens,27.5,29.9,594.2,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,27.5,29.9,594.2,1
BmP2,Buffer,Major River,Cleistopholis patens,2,cleistopholis patens,buffer,major river,buffer||major river||cleistopholis patens,cleistopholis patens,OMO_STR_0081,Cleistopholis patens,27.5,29.9,594.2,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,55.0,59.8,1188.4,2
BmP3,Buffer,Major River,Cleistopholis patens,1,cleistopholis patens,buffer,major river,buffer||major river||cleistopholis patens,cleistopholis patens,OMO_STR_0081,Cleistopholis patens,27.5,29.9,594.2,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,27.5,29.9,594.2,1
BmP4,Buffer,Major River,Cleistopholis patens,1,cleistopholis patens,buffer,major river,buffer||major river||cleistopholis patens,cleistopholis patens,OMO_STR_0081,Cleistopholis patens,27.5,29.9,594.2,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,27.5,29.9,594.2,1
BmP6,Buffer,Major River,Cleistopholis patens,1,cleistopholis patens,buffer,major river,buffer||major river||cleistopholis patens,cleistopholis patens,OMO_STR_0081,Cleistopholis patens,27.5,29.9,594.2,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,27.5,29.9,594.2,1
BmP7,Buffer,Major River,Cleistopholis patens,1,cleistopholis patens,buffer,major river,buffer||major river||cleistopholis patens,cleistopholis patens,OMO_STR_0081,Cleistopholis patens,27.5,29.9,594.2,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,27.5,29.9,594.2,1
BmP8,Buffer,Major River,Cleistopholis patens,2,cleistopholis patens,buffer,major river,buffer||major river||cleistopholis patens,cleistopholis patens,OMO_STR_0081,Cleistopholis patens,27.5,29.9,594.2,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,55.0,59.8,1188.4,2
BmP9,Buffer,Major River,Cleistopholis patens,1,cleistopholis patens,buffer,major river,buffer||major river||cleistopholis patens,cleistopholis patens,OMO_STR_0081,Cleistopholis patens,27.5,29.9,594.2,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,27.5,29.9,594.2,1
BmP10,Buffer,Major River,Cleistopholis patens,1,cleistopholis patens,buffer,major river,buffer||major river||cleistopholis patens,cleistopholis patens,OMO_STR_0081,Cleistopholis patens,27.5,29.9,594.2,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,27.5,29.9,594.2,1
BsP3,Buffer,Stream,Cleistopholis patens,1,cleistopholis patens,buffer,stream,buffer||stream||cleistopholis patens,cleistopholis patens,OMO_STR_0109,Cleistopholis patens,31.2,33.4,764.8,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,31.2,33.4,764.8,1
BsP5,Buffer,Stream,Cleistopholis patens,2,cleistopholis patens,buffer,stream,buffer||stream||cleistopholis patens,cleistopholis patens,OMO_STR_0109,Cleistopholis patens,31.2,33.4,764.8,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,62.4,66.8,1529.6,2
BsP6,Buffer,Stream,Cleistopholis patens,1,cleistopholis patens,buffer,stream,buffer||stream||cleistopholis patens,cleistopholis patens,OMO_STR_0109,Cleistopholis patens,31.2,33.4,764.8,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,31.2,33.4,764.8,1
BsP7,Buffer,Stream,Cleistopholis patens,3,cleistopholis patens,buffer,stream,buffer||stream||cleistopholis patens,cleistopholis patens,OMO_STR_0109,Cleistopholis patens,31.2,33.4,764.8,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,93.6,100.19999999999999,2294.3999999999996,3
BsP8,Buffer,Stream,Cleistopholis patens,1,cleistopholis patens,buffer,stream,buffer||stream||cleistopholis patens,cleistopholis patens,OMO_STR_0109,Cleistopholis patens,31.2,33.4,764.8,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,31.2,33.4,764.8,1
BsP10,Buffer,Stream,Cleistopholis patens,3,cleistopholis patens,buffer,stream,buffer||stream||cleistopholis patens,cleistopholis patens,OMO_STR_0109,Cleistopholis patens,31.2,33.4,764.8,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,93.6,100.19999999999999,2294.3999999999996,3
TmP5,Transition,Major River,Cleistopholis patens,2,cleistopholis patens,transition,major river,transition||major river||cleistopholis patens,cleistopholis patens,OMO_STR_0168,Cleistopholis patens,20.2,20.5,320.6,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,40.4,41.0,641.2,2
TmP8,Transition,Major River,Cleistopholis patens,2,cleistopholis patens,transition,major river,transition||major river||cleistopholis patens,cleistopholis patens,OMO_STR_0168,Cleistopholis patens,20.2,20.5,320.6,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,40.4,41.0,641.2,2
CmP1,Core,Major River,Diospyros dendo,3,diospyros dendo,core,major river,core||major river||diospyros dendo,diospyros dendo,OMO_STR_0032,Diospyros dendo,19.4,20.4,295.7,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,58.199999999999996,61.199999999999996,887.0999999999999,3
CmP2,Core,Major River,Diospyros dendo,1,diospyros dendo,core,major river,core||major river||diospyros dendo,diospyros dendo,OMO_STR_0032,Diospyros dendo,19.4,20.4,295.7,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,19.4,20.4,295.7,1
CmP3,Core,Major River,Diospyros dendo,2,diospyros dendo,core,major river,core||major river||diospyros dendo,diospyros dendo,OMO_STR_0032,Diospyros dendo,19.4,20.4,295.7,EXACT_NORMALIZED_SOURCE_KEY,BASELINE_ACCEPTED,True,38.8,40.8,591.4,2
